web-scraper-order,price,address,kvm,rooms
1684834100-910,"11.100,- pr. mdr.","Vikærsvej, Risskov",100 m²,2 vær.
1684834100-911,"9.395,- pr. mdr.","Møllehatten, Risskov",71 m²,3 vær.
1684834100-912,"11.500,- pr. mdr.","Lokesvej, Åbyhøj",95 m²,3 vær.
1684834100-913,"7.695,- pr. mdr.","Borresøvej, Åbyhøj",560 m²,2 vær.
1684834100-914,"12.300,- pr. mdr.","Dagmar Petersens Gade, Århus C",74 m²,2 vær.
1684834100-915,"8.800,- pr. mdr.","Randersvej, Århus N",70 m²,2 vær.
1684834100-916,"9.300,- pr. mdr.","Fiskergade, Århus C",70 m²,2 vær.
1684834100-917,"13.800,- pr. mdr.","Amaliegade, Århus C",107 m²,2 vær.
1684834100-918,"11.000,- pr. mdr.","Randersvej, Århus N",94 m²,3 vær.
1684834100-919,"5.750,- pr. mdr.","Vestre Strandallé, Risskov",35 m²,1 vær.
1684834100-920,"11.296,- pr. mdr.","Katrinebjergvej, Århus N",86 m²,3 vær.
1684834100-921,"11.145,- pr. mdr.","Ellen Jensens Gade, Risskov",90 m²,3 vær.
1684834100-922,"7.625,- pr. mdr.","Doris Kæraas Gade, Risskov",54 m²,3 vær.
1684834100-923,"9.300,- pr. mdr.","Sonnesgade, Århus C",72 m²,2 vær.
1684834100-924,"6.650,- pr. mdr.","Vestre Strandallé, Risskov",35 m²,1 vær.
1684834100-925,"5.750,- pr. mdr.","Vestre Strandallé, Risskov",37 m²,1 vær.
1684834100-926,"6.150,- pr. mdr.","Vestre Strandallé, Risskov",37 m²,1 vær.
1684834100-927,"8.195,- pr. mdr.","Møllehatten, Risskov",64 m²,2 vær.
1684834100-928,"15.950,- pr. mdr.","Sonnesgade, Århus C",114 m²,4 vær.
1684834100-929,"14.700,- pr. mdr.","Sonnesgade, Århus C",87 m²,4 vær.
1684834100-930,"5.950,- pr. mdr.","Vestre Strandallé, Risskov",38 m²,1 vær.
1684834100-931,"8.695,- pr. mdr.","Møllehatten, Risskov",65 m²,3 vær.
1684834100-932,"8.300,- pr. mdr.","Søren Frichs Vej, Åbyhøj",51 m²,2 vær.
1684834100-933,"9.400,- pr. mdr.","Trøjborgvej, Århus N",66 m²,3 vær.
1684834100-934,"7.300,- pr. mdr.","Arresøvej, Risskov",54 m²,2 vær.
1684834100-935,"8.950,- pr. mdr.","Arresøvej, Risskov",65 m²,3 vær.
1684834100-936,"8.900,- pr. mdr.","Arresøvej, Risskov",68 m²,3 vær.
1684834100-937,"8.300,- pr. mdr.","Arresøvej, Risskov",66 m²,3 vær.
1684834100-938,"7.900,- pr. mdr.","Arresøvej, Risskov",71 m²,3 vær.
1684834100-939,"9.975,- pr. mdr.","Arresøvej, Risskov",75 m²,3 vær.
1684834100-940,"9.975,- pr. mdr.","Arresøvej, Risskov",75 m²,3 vær.
1684834100-941,"9.975,- pr. mdr.","Arresøvej, Risskov",75 m²,3 vær.
1684834100-942,"9.400,- pr. mdr.","Arresøvej, Risskov",76 m²,3 vær.
1684834100-943,"6.975,- pr. mdr.","Arresøvej, Risskov",52 m²,2 vær.
1684834100-944,"6.975,- pr. mdr.","Arresøvej, Risskov",52 m²,2 vær.
1684834100-945,"6.975,- pr. mdr.","Arresøvej, Risskov",51 m²,2 vær.
1684834100-946,"8.800,- pr. mdr.","Arresøvej, Risskov",75 m²,3 vær.
1684834100-947,"8.600,- pr. mdr.","Arresøvej, Risskov",78 m²,3 vær.
1684834100-948,"8.600,- pr. mdr.","Arresøvej, Risskov",75 m²,3 vær.
1684834100-949,"7.100,- pr. mdr.","Arresøvej, Risskov",51 m²,2 vær.
1684834100-950,"14.000,- pr. mdr.","Ringen, Århus N",181 m²,6 vær.
1684834100-951,"9.275,- pr. mdr.","Lokesvej, Åbyhøj",73 m²,2 vær.
1684834100-952,"6.650,- pr. mdr.","Vestre Strandallé, Risskov",40 m²,1 vær.
1684834100-953,"6.150,- pr. mdr.","Vestre Strandallé, Risskov",40 m²,1 vær.
1684834100-954,"9.195,- pr. mdr.","Borresøvej, Risskov",87 m²,3 vær.
1684834100-955,"11.038,- pr. mdr.","Katrinebjergvej, Århus N",86 m²,2 vær.
1684834100-956,"9.395,- pr. mdr.","Borresøvej, Risskov",88 m²,3 vær.
1684834100-957,"9.200,- pr. mdr.","Fiskergade, Århus C",69 m²,2 vær.
1684834100-958,"19.500,- pr. mdr.","Langelinieparken, Århus C",118 m²,2 vær.
1684834100-959,"9.795,- pr. mdr.","Tove Ditlevsens Gade, Risskov",93 m²,4 vær.
1684834100-960,"9.550,- pr. mdr.","Lokesvej, Åbyhøj",67 m²,2 vær.
1684834100-961,"6.975,- pr. mdr.","Arresøvej, Risskov",52 m²,2 vær.
1684834100-962,"9.700,- pr. mdr.","Lokesvej, Åbyhøj",67 m²,2 vær.
1684834100-963,"7.950,- pr. mdr.","Lokesvej, Åbyhøj",56 m²,1 vær.
1684834100-964,"7.900,- pr. mdr.","Gøteborg Allé, Århus N",42 m²,1 vær.
1684834100-965,"6.150,- pr. mdr.","Vestre Strandallé, Risskov",38 m²,1 vær.
1684834100-966,"7.200,- pr. mdr.","Arresøvej, Risskov",51 m²,2 vær.
1684834100-967,"7.500,- pr. mdr.","Arresøvej, Risskov",54 m²,2 vær.
1684834100-968,"7.100,- pr. mdr.","Arresøvej, Risskov",54 m²,2 vær.
1684834100-969,"8.600,- pr. mdr.","Vikærsvej, Risskov",61 m²,3 vær.
1684834100-970,"7.100,- pr. mdr.","Arresøvej, Risskov",51 m²,2 vær.
1684834100-971,"7.100,- pr. mdr.","Arresøvej, Risskov",51 m²,2 vær.
1684834100-972,"7.300,- pr. mdr.","Arresøvej, Risskov",51 m²,2 vær.
1684834100-973,"6.975,- pr. mdr.","Arresøvej, Risskov",52 m²,2 vær.
1684834100-974,"9.975,- pr. mdr.","Arresøvej, Risskov",78 m²,3 vær.
1684834100-975,"8.600,- pr. mdr.","Arresøvej, Risskov",76 m²,3 vær.
1684834100-976,"7.990,- pr. mdr.","Vikærsvej, Risskov",65 m²,3 vær.
1684834100-977,"8.500,- pr. mdr.","Søren Frichs Vej, Åbyhøj",53 m²,2 vær.
1684834100-978,"5.950,- pr. mdr.","Søren Frichs Vej, Åbyhøj",34 m²,1 vær.
1684834100-979,"9.400,- pr. mdr.","Trøjborgvej, Århus N",66 m²,3 vær.
1684834100-980,"6.700,- pr. mdr.","Trøjborgvej, Århus N",38 m²,1 vær.
1684834100-981,"6.900,- pr. mdr.","Trøjborgvej, Århus N",35 m²,1 vær.
1684834100-982,"7.300,- pr. mdr.","Arresøvej, Risskov",56 m²,2 vær.
1684834100-983,"7.300,- pr. mdr.","Arresøvej, Risskov",56 m²,2 vær.
1684834100-984,"7.300,- pr. mdr.","Arresøvej, Risskov",53 m²,2 vær.
1684834100-985,"7.100,- pr. mdr.","Arresøvej, Risskov",56 m²,2 vær.
1684834100-986,"8.300,- pr. mdr.","Arresøvej, Risskov",68 m²,3 vær.
1684834100-987,"8.300,- pr. mdr.","Arresøvej, Risskov",68 m²,3 vær.
1684834100-988,"8.300,- pr. mdr.","Arresøvej, Risskov",65 m²,3 vær.
1684834100-989,"8.300,- pr. mdr.","Arresøvej, Risskov",65 m²,3 vær.
1684834100-990,"8.300,- pr. mdr.","Arresøvej, Risskov",64 m²,3 vær.
1684834100-991,"8.300,- pr. mdr.","Arresøvej, Risskov",68 m²,3 vær.
1684834100-992,"7.950,- pr. mdr.","Arresøvej, Risskov",69 m²,3 vær.
1684834100-993,"7.500,- pr. mdr.","Arresøvej, Risskov",51 m²,2 vær.
1684834100-994,"7.100,- pr. mdr.","Arresøvej, Risskov",53 m²,2 vær.
1684834100-995,"7.100,- pr. mdr.","Arresøvej, Risskov",49 m²,2 vær.
1684834100-996,"7.100,- pr. mdr.","Arresøvej, Risskov",50 m²,2 vær.
1684834100-997,"7.100,- pr. mdr.","Arresøvej, Risskov",50 m²,2 vær.
1684834100-998,"7.100,- pr. mdr.","Arresøvej, Risskov",49 m²,2 vær.
1684834100-999,"6.800,- pr. mdr.","Arresøvej, Risskov",47 m²,2 vær.
1684834100-1000,"9.975,- pr. mdr.","Arresøvej, Risskov",76 m²,3 vær.
1684834100-1001,"9.975,- pr. mdr.","Arresøvej, Risskov",79 m²,3 vær.
1684834100-1002,"9.975,- pr. mdr.","Arresøvej, Risskov",79 m²,3 vær.
1684834100-1003,"9.975,- pr. mdr.","Arresøvej, Risskov",76 m²,3 vær.
1684834100-1004,"9.975,- pr. mdr.","Arresøvej, Risskov",79 m²,3 vær.
1684834100-1005,"9.975,- pr. mdr.","Arresøvej, Risskov",78 m²,3 vær.
1684834100-1006,"9.975,- pr. mdr.","Arresøvej, Risskov",75 m²,3 vær.
1684834100-1007,"9.975,- pr. mdr.","Arresøvej, Risskov",78 m²,3 vær.
1684834100-1008,"9.975,- pr. mdr.","Arresøvej, Risskov",75 m²,3 vær.
1684834100-1009,"7.100,- pr. mdr.","Arresøvej, Risskov",52 m²,2 vær.
1684834100-1010,"7.100,- pr. mdr.","Arresøvej, Risskov",52 m²,2 vær.
1684834100-1011,"6.975,- pr. mdr.","Arresøvej, Risskov",52 m²,2 vær.
1684834100-1012,"6.975,- pr. mdr.","Arresøvej, Risskov",52 m²,2 vær.
1684834100-1013,"6.975,- pr. mdr.","Arresøvej, Risskov",52 m²,2 vær.
1684834100-1014,"6.975,- pr. mdr.","Arresøvej, Risskov",51 m²,2 vær.
1684834100-1015,"8.800,- pr. mdr.","Arresøvej, Risskov",75 m²,3 vær.
1684834100-1016,"8.800,- pr. mdr.","Arresøvej, Risskov",78 m²,3 vær.
1684834100-1017,"8.800,- pr. mdr.","Arresøvej, Risskov",78 m²,3 vær.
1684834100-1018,"8.800,- pr. mdr.","Arresøvej, Risskov",76 m²,3 vær.
1684834100-1019,"8.800,- pr. mdr.","Arresøvej, Risskov",75 m²,3 vær.
1684834100-1020,"8.800,- pr. mdr.","Arresøvej, Risskov",75 m²,3 vær.
1684834100-1021,"8.600,- pr. mdr.","Arresøvej, Risskov",75 m²,3 vær.
1684834100-1022,"8.800,- pr. mdr.","Arresøvej, Risskov",78 m²,3 vær.
1684834100-1023,"8.600,- pr. mdr.","Arresøvej, Risskov",75 m²,3 vær.
1684834100-1024,"8.600,- pr. mdr.","Arresøvej, Risskov",75 m²,3 vær.
1684834100-1025,"7.300,- pr. mdr.","Arresøvej, Risskov",51 m²,2 vær.
1684834100-1026,"7.300,- pr. mdr.","Arresøvej, Risskov",51 m²,2 vær.
1684834100-1027,"7.300,- pr. mdr.","Arresøvej, Risskov",51 m²,2 vær.
1684834100-1028,"7.100,- pr. mdr.","Arresøvej, Risskov",51 m²,2 vær.
1684834100-1029,"7.100,- pr. mdr.","Arresøvej, Risskov",51 m²,2 vær.
1684834100-1030,"7.300,- pr. mdr.","Arresøvej, Risskov",51 m²,2 vær.
1684834100-1031,"7.100,- pr. mdr.","Arresøvej, Risskov",51 m²,2 vær.
1684834100-1032,"4.950,- pr. mdr.","Vestre Strandallé, Risskov",34 m²,1 vær.
1684834100-1033,"16.450,- pr. mdr.","Olof Palmes Allé, Århus N",133 m²,4 vær.
1684834100-1034,"6.150,- pr. mdr.","Vestre Strandallé, Risskov",37 m²,1 vær.
1684834100-1035,"7.095,- pr. mdr.","Arresøvej, Risskov",540 m²,2 vær.
1684834100-1036,"6.777,- pr. mdr.","Engholms Alle, Risskov",56 m²,2 vær.
1684834100-1037,"10.500,- pr. mdr.","Randersvej, Århus N",87 m²,3 vær.
1684834100-1038,"13.500,- pr. mdr.","Sonnesgade, Århus C",86 m²,4 vær.
1684834100-1039,"9.700,- pr. mdr.","Skådehøjen, Højbjerg",102 m²,3 vær.
1684834100-1040,"8.495,- pr. mdr.","Dagmar Hansens Gade, Risskov",70 m²,3 vær.
1684834100-1041,"11.232,- pr. mdr.","Rødbedevej, Århus N",102 m²,3 vær.
1684834100-1042,"11.150,- pr. mdr.","Sonnesgade, Århus C",90 m²,3 vær.
1684834100-1043,"8.250,- pr. mdr.","Lokesvej, Åbyhøj",56 m²,1 vær.
1684834100-1044,"7.580,- pr. mdr.","Paradisgade, Århus C",41 m²,1 vær.
1684834100-1045,"7.300,- pr. mdr.","Doris Kæraas Gade, Risskov",54 m²,2 vær.
1684834100-1046,"8.650,- pr. mdr.","Lokesvej, Åbyhøj",56 m²,1 vær.
1684834100-1047,"12.700,- pr. mdr.","Vikærsvej, Risskov",115 m²,3 vær.
1684834100-1048,"9.500,- pr. mdr.","Gøteborg Allé, Århus N",60 m²,2 vær.
1684834100-1049,"12.500,- pr. mdr.","Kværnloftet, Risskov",116 m²,3 vær.
1684834100-1050,"10.995,- pr. mdr.","Broloftet, Risskov",91 m²,3 vær.
1684834100-1051,"8.117,- pr. mdr.","J.P. Larsens Vej, Brabrand",75 m²,2 vær.
1684834100-1052,"9.195,- pr. mdr.","Gudrunsvej, Brabrand",99 m²,4 vær.
1684834100-1053,"8.495,- pr. mdr.","Anna Anchers Gade, Brabrand",86 m²,3 vær.
1684834100-1054,"8.495,- pr. mdr.","Anna Anchers Gade, Brabrand",76 m²,3 vær.
1684834100-1055,"7.600,- pr. mdr.","Onsholtvej, Viby J",73 m²,3 vær.
1684834100-1056,"7.955,- pr. mdr.","Onsholtvej, Viby J",76 m²,3 vær.
1684834100-1057,"10.528,- pr. mdr.","J.P. Larsens Vej, Brabrand",102 m²,3 vær.
1684834100-1058,"5.995,- pr. mdr.","Elna Munchs Gade, Brabrand",45 m²,2 vær.
1684834100-1059,"6.820,- pr. mdr.","Onsholtvej, Viby J",64 m²,2 vær.
1684834100-1060,"11.995,- pr. mdr.","Honningvænget, Tilst",114 m²,5 vær.
1684834100-1061,"5.895,- pr. mdr.","Elna Munchs Gade, Brabrand",48 m²,2 vær.
1684834100-1062,"8.995,- pr. mdr.","Gudrunsvej, Brabrand",105 m²,4 vær.
1684834100-1063,"8.550,- pr. mdr.","Elna Munchs Gade, Brabrand",94 m²,4 vær.
1684834100-1064,"12.300,- pr. mdr.","Honningvænget, Tilst",120 m²,5 vær.
1684834100-1065,"38.000,- pr. mdr.","Vibevej, Risskov",198 m²,5 vær.
1684834100-1066,"6.820,- pr. mdr.","Onsholtvej, Viby J",61 m²,2 vær.
1684834100-1067,"6.325,- pr. mdr.","J.P. Larsens Vej, Brabrand",56 m²,2 vær.
1684834100-1068,"6.820,- pr. mdr.","Onsholtvej, Viby J",59 m²,2 vær.
1684834100-1069,"6.325,- pr. mdr.","J.P. Larsens Vej, Brabrand",56 m²,2 vær.
1684834100-1070,"10.365,- pr. mdr.","Bugthusene, Egå",94 m²,3 vær.
1684834100-1071,"8.117,- pr. mdr.","J.P. Larsens Vej, Brabrand",75 m²,2 vær.
1684834100-1072,"6.325,- pr. mdr.","J.P. Larsens Vej, Brabrand",56 m²,2 vær.
1684834100-1073,"10.670,- pr. mdr.","Solsikkevænget, Århus N",108 m²,3 vær.
1684834100-1074,"7.887,- pr. mdr.","Tulipanlunden, Århus N",64 m²,3 vær.
1684834100-1075,"10.635,- pr. mdr.","J.P. Larsens Vej, Brabrand",103 m²,3 vær.
1684834100-1076,"6.820,- pr. mdr.","Onsholtvej, Viby J",59 m²,2 vær.
1684834100-1077,"8.070,- pr. mdr.","J.P. Larsens Vej, Brabrand",79 m²,2 vær.
1684834100-1078,"5.495,- pr. mdr.","Elna Munchs Gade, Brabrand",46 m²,2 vær.
1684834100-1079,"9.196,- pr. mdr.","J.P. Larsens Vej, Brabrand",87 m²,3 vær.
1684834100-1080,"8.141,- pr. mdr.","J.P. Larsens Vej, Brabrand",78 m²,2 vær.
1684834100-1081,"11.300,- pr. mdr.","Honningvænget, Tilst",108 m²,4 vær.
1684834100-1082,"4.900,- pr. mdr.","Honningvænget, Tilst",33 m²,1 vær.
1684834100-1083,"10.200,- pr. mdr.","Lily Brobergs Gade, Brabrand",102 m²,3 vær.
1684834100-1084,"9.490,- pr. mdr.","Stavnsvej, Tilst",84 m²,3 vær.
1684834100-1085,"6.400,- pr. mdr.","Honningvænget, Tilst",42 m²,2 vær.
1684834100-1086,"6.500,- pr. mdr.","Honningvænget, Tilst",42 m²,2 vær.
1684834100-1087,"11.300,- pr. mdr.","Honningvænget, Tilst",102 m²,4 vær.
1684834100-1088,"6.086,- pr. mdr.","Stenaldervej, Brabrand",64 m²,3 vær.
1684834100-1089,"10.400,- pr. mdr.","Solsikkevænget, Århus N",108 m²,3 vær.
1684834100-1090,"4.673,- pr. mdr.","Stenaldervej, Brabrand",47 m²,2 vær.
1684834100-1091,"5.740,- pr. mdr.","Gudrunsvej, Brabrand",47 m²,2 vær.
1684834100-1092,"4.757,- pr. mdr.","Stenaldervej, Brabrand",47 m²,2 vær.
1684834100-1093,"5.795,- pr. mdr.","Gudrunsvej, Brabrand",42 m²,2 vær.
