web-scraper-order,web-scraper-start-url,price,address,kvm,rooms
"1684834100-510","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.700,- pr. mdr.","Thorvaldsensgade, Århus C","66 m²","3 vær."
"1684834100-511","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.700,- pr. mdr.","Kongevellen, Risskov","34 m²","1 vær."
"1684834100-512","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.400,- pr. mdr.","Kongevellen, Risskov","46 m²","2 vær."
"1684834100-513","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.500,- pr. mdr.","Kongevellen, Risskov","49 m²","2 vær."
"1684834100-514","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","18.500,- pr. mdr.","Dagmar Petersens Gade, Århus C","95 m²","2 vær."
"1684834100-515","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","13.190,- pr. mdr.","Tommy Seebachs Gade, Århus C","96 m²","4 vær."
"1684834100-516","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.100,- pr. mdr.","Vikærsvej, Risskov","73 m²","3 vær."
"1684834100-517","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.950,- pr. mdr.","Søren Frichs Vej, Åbyhøj","34 m²","1 vær."
"1684834100-518","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.395,- pr. mdr.","Østergade, Århus C","56 m²","2 vær."
"1684834100-519","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.700,- pr. mdr.","Kongevellen, Risskov","52 m²","2 vær."
"1684834100-520","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","14.840,- pr. mdr.","Tommy Seebachs Gade, Århus C","119 m²","4 vær."
"1684834100-521","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.100,- pr. mdr.","Christian X's Vej, Viby J","30 m²","1 vær."
"1684834100-522","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.995,- pr. mdr.","Møllehatten, Risskov","85 m²","4 vær."
"1684834100-523","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","13.300,- pr. mdr.","Sonnesgade, Århus C","86 m²","4 vær."
"1684834100-524","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.550,- pr. mdr.","Thomas Koppels Gade, Århus C","94 m²","3 vær."
"1684834100-525","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","13.295,- pr. mdr.","Sdr. Ringgade, Århus C","98 m²","3 vær."
"1684834100-526","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.400,- pr. mdr.","Kongevellen, Risskov","52 m²","2 vær."
"1684834100-527","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.185,- pr. mdr.","Brassøvej, Risskov","67 m²","3 vær."
"1684834100-528","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","13.240,- pr. mdr.","Thomas Koppels Gade, Århus C","96 m²","4 vær."
"1684834100-529","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","4.875,- pr. mdr.","Emiliedalsvej, Højbjerg","38 m²","1 vær."
"1684834100-530","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.095,- pr. mdr.","Møllehatten, Risskov","68 m²","2 vær."
"1684834100-531","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","13.800,- pr. mdr.","Sonnesgade, Århus C","86 m²","4 vær."
"1684834100-532","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","13.231,- pr. mdr.","Sifsgade, Åbyhøj","112 m²","4 vær."
"1684834100-533","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.200,- pr. mdr.","Lokesvej, Åbyhøj","53 m²","2 vær."
"1684834100-534","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.500,- pr. mdr.","Kongevellen, Risskov","50 m²","2 vær."
"1684834100-535","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.995,- pr. mdr.","Dagmar Hansens Gade, Risskov","64 m²","3 vær."
"1684834100-536","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","14.180,- pr. mdr.","Tommy Seebachs Gade, Århus C","101 m²","4 vær."
"1684834100-537","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.895,- pr. mdr.","Møllehatten, Risskov","83 m²","2 vær."
"1684834100-538","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.700,- pr. mdr.","Søren Frichs Vej, Åbyhøj","40 m²","1 vær."
"1684834100-539","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.648,- pr. mdr.","Søren Frichs Vej, Århus C","82 m²","3 vær."
"1684834100-540","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.450,- pr. mdr.","Møllehatten, Risskov","65 m²","2 vær."
"1684834100-541","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.630,- pr. mdr.","Thomas Koppels Gade, Århus C","94 m²","3 vær."
"1684834100-542","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.695,- pr. mdr.","Skovvejen, Århus C","67 m²","2 vær."
"1684834100-543","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","18.000,- pr. mdr.","Sønder Allé, Århus C","153 m²","3 vær."
"1684834100-544","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.500,- pr. mdr.","Vikærsvej, Risskov","104 m²","4 vær."
"1684834100-545","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.700,- pr. mdr.","Kongevellen, Risskov","68 m²","2 vær."
"1684834100-546","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.295,- pr. mdr.","Møllehatten, Risskov","68 m²","2 vær."
"1684834100-547","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","13.310,- pr. mdr.","John Mogensens Gade, Århus C","96 m²","4 vær."
"1684834100-548","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.300,- pr. mdr.","Kongevellen, Risskov","49 m²","2 vær."
"1684834100-549","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.100,- pr. mdr.","Kongevellen, Risskov","48 m²","2 vær."
"1684834100-550","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.000,- pr. mdr.","Kongevellen, Risskov","68 m²","3 vær."
"1684834100-551","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.995,- pr. mdr.","Møllehatten, Risskov","65 m²","2 vær."
"1684834100-552","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.710,- pr. mdr.","Sifsgade, Åbyhøj","68 m²","3 vær."
"1684834100-553","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.050,- pr. mdr.","Lilli Andersens Gade, Risskov","62 m²","3 vær."
"1684834100-554","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","15.500,- pr. mdr.","Thit Jensens Gade, Århus C","111 m²","5 vær."
"1684834100-555","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.600,- pr. mdr.","Lokesvej, Åbyhøj","62 m²","2 vær."
"1684834100-556","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.900,- pr. mdr.","Borresøvej, Risskov","52 m²","2 vær."
"1684834100-557","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","19.950,- pr. mdr.","Thit Jensens Gade, Århus C","133 m²","4 vær."
"1684834100-558","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.795,- pr. mdr.","Møllehatten, Risskov","85 m²","4 vær."
"1684834100-559","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.061,- pr. mdr.","Broloftet, Risskov","91 m²","3 vær."
"1684834100-560","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.850,- pr. mdr.","Møllehatten, Risskov","66 m²","2 vær."
"1684834100-561","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.700,- pr. mdr.","Thomas Koppels Gade, Århus C","94 m²","3 vær."
"1684834100-562","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.840,- pr. mdr.","Engtoften, Viby J","76 m²","3 vær."
"1684834100-563","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","13.640,- pr. mdr.","Helle Virkners Plads, Århus C","97 m²","4 vær."
"1684834100-564","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","13.400,- pr. mdr.","Tommy Seebachs Gade, Århus C","96 m²","4 vær."
"1684834100-565","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.700,- pr. mdr.","Christian X's Vej, Viby J","27 m²","1 vær."
"1684834100-566","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.900,- pr. mdr.","Thorvaldsensgade, Århus C","71 m²","3 vær."
"1684834100-567","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.500,- pr. mdr.","Søren Frichs Vej, Åbyhøj","54 m²","2 vær."
"1684834100-568","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.300,- pr. mdr.","Katrinebjergvej, Århus N","54 m²","2 vær."
"1684834100-569","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.904,- pr. mdr.","Emiliehøj, Højbjerg","111 m²","4 vær."
"1684834100-570","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.000,- pr. mdr.","Borresøvej, Risskov","89 m²","3 vær."
"1684834100-571","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.700,- pr. mdr.","Lokesvej, Åbyhøj","62 m²","2 vær."
"1684834100-572","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.800,- pr. mdr.","Kværnloftet, Risskov","82 m²","3 vær."
"1684834100-573","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.495,- pr. mdr.","Arresøvej, Risskov","540 m²","2 vær."
"1684834100-574","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.900,- pr. mdr.","Daugbjergvej, Århus C","89 m²","2 vær."
"1684834100-575","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.375,- pr. mdr.","Ceresbyen, Århus C","61 m²","2 vær."
"1684834100-576","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.780,- pr. mdr.","Thomas Koppels Gade, Århus C","94 m²","3 vær."
"1684834100-577","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.895,- pr. mdr.","Brassøvej, Risskov","79 m²","3 vær."
"1684834100-578","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.900,- pr. mdr.","Kristine Nielsens Gade, Århus C","75 m²","2 vær."
"1684834100-579","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.950,- pr. mdr.","Arresøvej, Risskov","41 m²","1 vær."
"1684834100-580","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","13.800,- pr. mdr.","John Mogensens Gade, Århus C","99 m²","4 vær."
"1684834100-581","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.800,- pr. mdr.","Kristine Nielsens Gade, Århus C","87 m²","2 vær."
"1684834100-582","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.180,- pr. mdr.","Helle Virkners Plads, Århus C","82 m²","3 vær."
"1684834100-583","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.700,- pr. mdr.","Thorvaldsensgade, Århus C","67 m²","2 vær."
"1684834100-584","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.900,- pr. mdr.","Kongevellen, Risskov","68 m²","3 vær."
"1684834100-585","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.904,- pr. mdr.","Dirch Passers Gade, Århus C","72 m²","3 vær."
"1684834100-586","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.850,- pr. mdr.","Møllehatten, Risskov","65 m²","2 vær."
"1684834100-587","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.100,- pr. mdr.","Arresøvej, Risskov","50 m²","2 vær."
"1684834100-588","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.700,- pr. mdr.","Christian X's Vej, Viby J","29 m²","1 vær."
"1684834100-589","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.700,- pr. mdr.","Søren Frichs Vej, Åbyhøj","52 m²","2 vær."
"1684834100-590","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.800,- pr. mdr.","Lokesvej, Åbyhøj","61 m²","2 vær."
"1684834100-591","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.000,- pr. mdr.","Kværnloftet, Risskov","82 m²","2 vær."
"1684834100-592","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.250,- pr. mdr.","Engkrogen, Viby J","48 m²","2 vær."
"1684834100-593","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.995,- pr. mdr.","Vester Allé, Århus C","49 m²","2 vær."
"1684834100-594","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.100,- pr. mdr.","Kongevellen, Risskov","46 m²","2 vær."
"1684834100-595","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","14.100,- pr. mdr.","Thomas Koppels Gade, Århus C","101 m²","4 vær."
"1684834100-596","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","12.400,- pr. mdr.","Sonnesgade, Århus C","73 m²","4 vær."
"1684834100-597","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","13.720,- pr. mdr.","Helle Virkners Plads, Århus C","100 m²","4 vær."
"1684834100-598","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.285,- pr. mdr.","Brassøvej, Risskov","52 m²","2 vær."
"1684834100-599","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.049,- pr. mdr.","Engholms Alle, Risskov","56 m²","3 vær."
"1684834100-600","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.199,- pr. mdr.","Brassøvej, Risskov","90 m²","4 vær."
"1684834100-601","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.995,- pr. mdr.","Kristine Nielsens Gade, Århus C","66 m²","1 vær."
"1684834100-602","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.995,- pr. mdr.","Møllehatten, Risskov","65 m²","2 vær."
"1684834100-603","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.000,- pr. mdr.","Trøjborgvej, Århus N","36 m²","1 vær."
"1684834100-604","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.040,- pr. mdr.","Helle Virkners Plads, Århus C","82 m²","3 vær."
"1684834100-605","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.300,- pr. mdr.","Kongevellen, Risskov","49 m²","2 vær."
"1684834100-606","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.900,- pr. mdr.","Kongevellen, Risskov","68 m²","3 vær."
"1684834100-607","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.100,- pr. mdr.","Arresøvej, Risskov","49 m²","2 vær."
"1684834100-608","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.495,- pr. mdr.","Dagmar Hansens Gade, Risskov","71 m²","3 vær."
"1684834100-609","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","12.900,- pr. mdr.","Vester Allé, Århus C","86 m²","3 vær."
"1684834100-610","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.770,- pr. mdr.","John Mogensens Gade, Århus C","82 m²","3 vær."
"1684834100-611","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.200,- pr. mdr.","Kongevellen, Risskov","64 m²","3 vær."
"1684834100-612","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.050,- pr. mdr.","Olof Palmes Allé, Århus N","30 m²","1 vær."
"1684834100-613","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.600,- pr. mdr.","Kongevellen, Risskov","34 m²","1 vær."
"1684834100-614","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.100,- pr. mdr.","Kongevellen, Risskov","50 m²","2 vær."
"1684834100-615","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.700,- pr. mdr.","Kristine Nielsens Gade, Århus C","77 m²","2 vær."
"1684834100-616","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.800,- pr. mdr.","Søren Frichs Vej, Åbyhøj","53 m²","2 vær."
"1684834100-617","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.650,- pr. mdr.","Sonnesgade, Århus C","90 m²","3 vær."
"1684834100-618","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.300,- pr. mdr.","Arresøvej, Risskov","53 m²","2 vær."
"1684834100-619","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.300,- pr. mdr.","Kongevellen, Risskov","34 m²","1 vær."
"1684834100-620","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.400,- pr. mdr.","Kongevellen, Risskov","49 m²","2 vær."
"1684834100-621","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","17.900,- pr. mdr.","Søndergade, Århus C","151 m²","4 vær."
"1684834100-622","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.311,- pr. mdr.","Kværnloftet, Risskov","90 m²","3 vær."
"1684834100-623","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.000,- pr. mdr.","Trøjborgvej, Århus N","36 m²","1 vær."
"1684834100-624","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.495,- pr. mdr.","Møllehatten, Risskov","62 m²","2 vær."
"1684834100-625","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","13.740,- pr. mdr.","Tommy Seebachs Gade, Århus C","99 m²","4 vær."
"1684834100-626","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.100,- pr. mdr.","Kongevellen, Risskov","75 m²","3 vær."
"1684834100-627","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","12.150,- pr. mdr.","John Mogensens Gade, Århus C","82 m²","4 vær."
"1684834100-628","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.200,- pr. mdr.","Arresøvej, Risskov","54 m²","2 vær."
"1684834100-629","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.695,- pr. mdr.","Dirch Passers Gade, Århus C","79 m²","2 vær."
"1684834100-630","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.300,- pr. mdr.","Doris Kæraas Gade, Risskov","54 m²","2 vær."
"1684834100-631","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.500,- pr. mdr.","Lokesvej, Åbyhøj","64 m²","2 vær."
"1684834100-632","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.800,- pr. mdr.","Kongevellen, Risskov","34 m²","1 vær."
"1684834100-633","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.800,- pr. mdr.","Kongevellen, Risskov","52 m²","2 vær."
"1684834100-634","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.800,- pr. mdr.","Thorvaldsensgade, Århus C","66 m²","3 vær."
"1684834100-635","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.850,- pr. mdr.","Møllehatten, Risskov","65 m²","2 vær."
"1684834100-636","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.300,- pr. mdr.","Arresøvej, Risskov","56 m²","2 vær."
"1684834100-637","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","13.030,- pr. mdr.","Otto brandenburgs Gade, Århus C","99 m²","4 vær."
"1684834100-638","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.500,- pr. mdr.","Helle Virkners Plads, Århus C","83 m²","3 vær."
"1684834100-639","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.300,- pr. mdr.","Arresøvej, Risskov","50 m²","2 vær."
"1684834100-640","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.200,- pr. mdr.","Kongevellen, Risskov","75 m²","3 vær."
"1684834100-641","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.695,- pr. mdr.","Dirch Passers Gade, Århus C","79 m²","2 vær."
"1684834100-642","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.900,- pr. mdr.","Kristine Nielsens Gade, Århus C","79 m²","2 vær."
"1684834100-643","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.095,- pr. mdr.","Møllehatten, Risskov","97 m²","3 vær."
"1684834100-644","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.500,- pr. mdr.","Kongevellen, Risskov","52 m²","2 vær."
"1684834100-645","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.100,- pr. mdr.","Trøjborgvej, Århus N","36 m²","1 vær."
"1684834100-646","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.400,- pr. mdr.","Kongevellen, Risskov","49 m²","2 vær."
"1684834100-647","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.600,- pr. mdr.","Helle Virkners Plads, Århus C","82 m²","3 vær."
"1684834100-648","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.700,- pr. mdr.","Thorvaldsensgade, Århus C","66 m²","3 vær."
"1684834100-649","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.400,- pr. mdr.","Kongevellen, Risskov","34 m²","1 vær."
"1684834100-650","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.800,- pr. mdr.","Kongevellen, Risskov","50 m²","2 vær."
"1684834100-651","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.795,- pr. mdr.","Brassøvej, Risskov","99 m²","4 vær."
"1684834100-652","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","14.841,- pr. mdr.","John Mogensens Gade, Århus C","118 m²","4 vær."
"1684834100-653","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.749,- pr. mdr.","Sifsgade, Åbyhøj","59 m²","2 vær."
"1684834100-654","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.200,- pr. mdr.","Kongevellen, Risskov","68 m²","3 vær."
"1684834100-655","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.095,- pr. mdr.","Arresøvej, Risskov","550 m²","2 vær."
"1684834100-656","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.550,- pr. mdr.","Sdr. Ringgade, Århus C","72 m²","2 vær."
"1684834100-657","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.300,- pr. mdr.","Sifsgade, Åbyhøj","88 m²","4 vær."
"1684834100-658","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.100,- pr. mdr.","Kongevellen, Risskov","50 m²","2 vær."
"1684834100-659","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.300,- pr. mdr.","Arresøvej, Risskov","54 m²","2 vær."
"1684834100-660","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.640,- pr. mdr.","Helle Virkners Plads, Århus C","83 m²","3 vær."
"1684834100-661","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.500,- pr. mdr.","Arresøvej, Risskov","50 m²","2 vær."
"1684834100-662","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.300,- pr. mdr.","Kongevellen, Risskov","75 m²","3 vær."
"1684834100-663","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.395,- pr. mdr.","Møllehatten, Risskov","71 m²","3 vær."
"1684834100-664","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","13.890,- pr. mdr.","Tommy Seebachs Gade, Århus C","100 m²","4 vær."
"1684834100-665","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","12.695,- pr. mdr.","Sonnesgade, Århus C","85 m²","4 vær."
"1684834100-666","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.088,- pr. mdr.","Dirch Passers Gade, Århus C","73 m²","3 vær."
"1684834100-667","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.100,- pr. mdr.","Trøjborgvej, Århus N","60 m²","3 vær."
"1684834100-668","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.495,- pr. mdr.","Dirch Passers Gade, Århus C","61 m²","2 vær."
"1684834100-669","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.500,- pr. mdr.","Dagmar Petersens Gade, Århus C","61 m²","1 vær."
"1684834100-670","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.795,- pr. mdr.","Paludan Müllers Vej, Århus V","81 m²","3 vær."
"1684834100-671","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.895,- pr. mdr.","Søren Frichs Vej, Åbyhøj","58 m²","2 vær."
"1684834100-672","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.495,- pr. mdr.","Møllehatten, Risskov","92 m²","4 vær."
"1684834100-673","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.040,- pr. mdr.","Tommy Seebachs Gade, Århus C","81 m²","3 vær."
"1684834100-674","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.095,- pr. mdr.","Møllehatten, Risskov","68 m²","2 vær."
"1684834100-675","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.300,- pr. mdr.","Kongevellen, Risskov","64 m²","3 vær."
"1684834100-676","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.700,- pr. mdr.","John Mogensens Gade, Århus C","82 m²","3 vær."
"1684834100-677","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.200,- pr. mdr.","Kongevellen, Risskov","49 m²","2 vær."
"1684834100-678","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.300,- pr. mdr.","Kongevellen, Risskov","46 m²","2 vær."
"1684834100-679","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","13.110,- pr. mdr.","Tommy Seebachs Gade, Århus C","96 m²","4 vær."
"1684834100-680","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.850,- pr. mdr.","Møllehatten, Risskov","66 m²","2 vær."
"1684834100-681","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","14.295,- pr. mdr.","Søren Frichs Vej, Åbyhøj","110 m²","4 vær."
