web-scraper-order,price,address,type_rooms_kvm
1684829184-568,5.950,"Søren Frichs Vej, Åbyhøj",Lejlighed / 1 vær. / 34 m2
1684829184-569,7.000,"Trøjborgvej, Aarhus N",Lejlighed / 1 vær. / 36 m2
1684829184-570,9.900,"Søren Frichs Vej, Åbyhøj",Lejlighed / 2 vær. / 73 m2
1684829188-571,9.400,"Arresøvej, Risskov",Lejlighed / 3 vær. / 76 m2
1684829188-572,6.750,"Nordlandsvej, Risskov",Lejlighed / 2 vær. / 47 m2
1684829188-573,8.695,"Olof Palmes Allé, Aarhus N",Lejlighed / 2 vær. / 62 m2
1684829188-574,8.750,"Engelundsvej, Viby J",Lejlighed / 3 vær. / 57 m2
1684829188-575,10.895,"Daugbjergvej, Aarhus C",Lejlighed / 3 vær. / 83 m2
1684829188-576,9.850,"Olof Palmes Allé, Aarhus N",Lejlighed / 3 vær. / 69 m2
1684829188-577,15.180,"Sonnesgade, Aarhus C",Lejlighed / 4 vær. / 114 m2
1684829188-578,5.895,"Arresøvej, Risskov",Lejlighed / 2 vær. / 45 m2
1684829188-579,8.900,"Hammershusvej, Aarhus V",Lejlighed / 3 vær. / 97 m2
1684829188-580,13.675,"Erling Jacobsens Gade, Risskov",Lejlighed / 3 vær. / 107 m2
1684829188-581,6.700,"Trøjborgvej, Aarhus N",Lejlighed / 1 vær. / 38 m2
1684829188-582,14.700,"daugbjergvej , Aarhus C",Lejlighed / 1 vær. / 98 m2
1684829188-583,5.650,"Arresøvej, Risskov",Lejlighed / 1 vær. / 37 m2
1684829188-584,5.895,"Oddervej, Højbjerg",Lejlighed / 1 vær. / 45 m2
1684829188-585,5.400,"Kongevellen, Risskov",Lejlighed / 1 vær. / 34 m2
1684829192-586,11.325,"Brassøvej, Risskov",Lejlighed / 3 vær. / 80 m2
1684829192-587,5.100,"Christian X's Vej, Viby J",Lejlighed / 1 vær. / 29 m2
1684829192-588,7.600,"Onsholtvej, Viby J",Lejlighed / 3 vær. / 73 m2
1684829192-589,8.995,"Tulipanlunden, Aarhus N",Lejlighed / 3 vær. / 68 m2
1684829192-590,5.950,"Arresøvej, Risskov",Lejlighed / 1 vær. / 41 m2
1684829192-591,8.800,"Skejbyvej, Risskov",Lejlighed / 2 vær. / 76 m2
1684829192-592,8.300,"Trælastgade, Aarhus C",Lejlighed / 2 vær. / 46 m2
1684829192-593,7.999,"Gebauersgade, Aarhus C",Lejlighed / 2 vær. / 55 m2
1684829192-594,27.000,"Irma Pedersens Gade, Aarhus C",Lejlighed / 4 vær. / 145 m2
1684829192-595,9.495,"Dirch Passers Gade, Aarhus C",Lejlighed / 2 vær. / 61 m2
1684829192-596,5.950,"Søren Frichs Vej, Åbyhøj",Lejlighed / 1 vær. / 34 m2
1684829192-597,7.495,"Skanderborgvej, Viby J",Lejlighed / 2 vær. / 68 m2
1684829192-598,8.995,"Tulipanhaven, Aarhus N",Lejlighed / 3 vær. / 68 m2
1684829192-599,6.675,"Gøteborg Allé, Aarhus N",Lejlighed / 1 vær. / 33 m2
1684829192-600,9.112,"Engholms Alle, Risskov",Lejlighed / 2 vær. / 89 m2
1684829196-601,10.064,"Olof Palmes Allé, Aarhus N",Lejlighed / 3 vær. / 80 m2
1684829196-602,9.545,"Vistihøjen, Aarhus N",Lejlighed / 3 vær. / 92 m2
1684829196-603,9.560,"Sønder Allé, Aarhus C",Lejlighed / 2 vær. / 74 m2
1684829196-604,5.500,"Kongevellen, Risskov",Lejlighed / 1 vær. / 34 m2
1684829196-605,6.400,"Arresøvej, Risskov",Lejlighed / 2 vær. / 42 m2
1684829196-606,5.800,"Brassøvej, Risskov",Lejlighed / 1 vær. / 37 m2
1684829196-607,13.375,"Tove Ditlevsens Gade, Risskov",Lejlighed / 4 vær. / 113 m2
1684829196-608,9.800,"Trøjborgvej, Aarhus N",Lejlighed / 3 vær. / 64 m2
1684829196-609,9.400,"Trøjborgvej, Aarhus N",Lejlighed / 3 vær. / 66 m2
1684829196-610,8.112,"Solsikkevænget, Aarhus N",Lejlighed / 2 vær. / 64 m2
1684829196-611,10.087,"LisbjergBakke, Aarhus N",Lejlighed / 4 vær. / 108 m2
1684829196-612,9.787,"Skejbyvej, Risskov",Hus / 3 vær. / 87 m2
1684829196-613,11.950,"Fiskergade, Aarhus C",Lejlighed / 3 vær. / 86 m2
1684829196-614,7.495,"Skejbyvej, Risskov",Lejlighed / 2 vær. / 71 m2
1684829196-615,9.850,"Olof Palmes Allé, Aarhus N",Lejlighed / 3 vær. / 69 m2
1684829200-616,9.600,"Borggade , Aarhus C",Lejlighed / 2 vær. / 61 m2
1684829200-617,9.077,"Engtoften, Viby J",Lejlighed / 3 vær. / 78 m2
1684829200-618,6.775,"Nordlandsvej, Risskov",Lejlighed / 2 vær. / 53 m2
1684829200-619,6.500,"Trøjborgvej, Aarhus N",Lejlighed / 1 vær. / 36 m2
1684829200-620,9.795,"Møllehatten, Risskov",Lejlighed / 3 vær. / 97 m2
1684829200-621,5.800,"Arresøvej, Risskov",Lejlighed / 1 vær. / 38 m2
1684829200-622,8.500,"Lokesvej, Åbyhøj",Lejlighed / 2 vær. / 62 m2
1684829200-623,9.400,"Arresøvej, Risskov",Lejlighed / 3 vær. / 75 m2
1684829200-624,10.250,"Viby Torv, Viby J",Lejlighed / 3 vær. / 91 m2
1684829200-625,7.750,"Eya Jensens Gade, Risskov",Lejlighed / 3 vær. / 61 m2
1684829200-626,6.770,"Nordlandsvej, Risskov",Lejlighed / 2 vær. / 53 m2
1684829200-627,7.800,"Engtoften, Viby J",Lejlighed / 3 vær. / 54 m2
1684829200-628,16.450,"Olof Palmes Allé, Aarhus N",Lejlighed / 4 vær. / 133 m2
1684829200-629,14.000,"Helga Pedersens Gade, Aarhus C",Lejlighed / 1 vær. / 60 m2
1684829200-630,7.500,"Arresøvej, Risskov",Lejlighed / 2 vær. / 54 m2
1684829204-631,4.995,"Engtoften, Viby J",Lejlighed / 1 vær. / 33 m2
1684829204-632,9.915,"Orla Lehmanns Allé, Aarhus C",Lejlighed / 3 vær. / 92 m2
1684829204-633,12.200,"Christian X´s Vej, Viby J",Lejlighed / 4 vær. / 114 m2
1684829204-634,9.395,"Vistihøjen, Aarhus N",Lejlighed / 3 vær. / 92 m2
1684829204-635,9.800,"Joh. Baunes Plads, Aarhus C",Lejlighed / 2 vær. / 84 m2
1684829204-636,4.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 31 m2
1684829204-637,9.150,"Finderupvej, Aarhus C",Lejlighed / 2 vær. / 65 m2
1684829204-638,7.600,"Kongevellen, Risskov",Lejlighed / 2 vær. / 52 m2
1684829204-639,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 38 m2
1684829204-640,9.662,"Doris Kæraas Gade, Risskov",Lejlighed / 4 vær. / 85 m2
1684829204-641,7.995,"Oddervej, Højbjerg",Lejlighed / 2 vær. / 77 m2
1684829204-642,7.745,"Vistihøjen, Aarhus N",Lejlighed / 2 vær. / 69 m2
1684829204-643,8.300,"Søren Frichs Vej, Åbyhøj",Lejlighed / 2 vær. / 51 m2
1684829204-644,12.500,"Engtoften, Viby J",Lejlighed / 4 vær. / 128 m2
1684829204-645,6.150,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 35 m2
1684829208-646,9.900,"Christian X´s Vej, Viby J",Lejlighed / 3 vær. / 90 m2
1684829208-647,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829208-648,7.195,"Vintervej, Aarhus V",Lejlighed / 2 vær. / 50 m2
1684829208-649,7.777,"Eya Jensens Gade, Risskov",Lejlighed / 2 vær. / 64 m2
1684829208-650,9.500,"Gøteborg Allé, Aarhus N",Lejlighed / 2 vær. / 60 m2
1684829208-651,5.600,"Arresøvej, Risskov",Lejlighed / 1 vær. / 37 m2
1684829208-652,7.600,"Onsholtvej, Viby J",Lejlighed / 3 vær. / 73 m2
1684829208-653,10.400,"Lundbyesgade, Aarhus C",Lejlighed / 3 vær. / 82 m2
1684829208-654,5.950,"Søren Frichs Vej, Åbyhøj",Lejlighed / 1 vær. / 34 m2
1684829208-655,4.900,"Christian X's Vej, Viby J",Lejlighed / 1 vær. / 29 m2
1684829208-656,9.100,"Vikærsvej, Risskov",Lejlighed / 3 vær. / 73 m2
1684829208-657,9.800,"Mejlgade, Aarhus C",Lejlighed / 2 vær. / 67 m2
1684829208-658,10.495,"Guldsmedgade, Aarhus C",Lejlighed / 2 vær. / 84 m2
1684829208-659,9.395,"Søren Frichs Vej, Aarhus C",Lejlighed / 2 vær. / 68 m2
1684829208-660,7.595,"Møllehatten, Risskov",Lejlighed / 2 vær. / 50 m2
1684829212-661,16.900,"Peter Sabroes Gade, Aarhus C",Lejlighed / 5 vær. / 110 m2
1684829212-662,9.895,"Brassøvej, Risskov",Lejlighed / 4 vær. / 90 m2
1684829212-663,9.545,"Vistihøjen, Aarhus N",Lejlighed / 3 vær. / 92 m2
1684829212-664,9.850,"Olof Palmes Allé, Aarhus N",Lejlighed / 3 vær. / 69 m2
1684829212-665,8.300,"Skanderborgvej, Aarhus C",Lejlighed / 2 vær. / 58 m2
1684829212-666,7.495,"Tulipanlunden, Aarhus N",Lejlighed / 3 vær. / 55 m2
1684829212-667,7.300,"Brassøvej, Risskov",Lejlighed / 2 vær. / 54 m2
1684829212-668,16.095,"Østergade, Aarhus C",Lejlighed / 3 vær. / 106 m2
1684829212-669,7.280,"Brassøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829212-670,5.700,"Christian X's Vej, Viby J",Lejlighed / 1 vær. / 27 m2
1684829212-671,8.300,"Arresøvej, Risskov",Lejlighed / 3 vær. / 68 m2
1684829212-672,7.049,"Engholms Alle, Risskov",Lejlighed / 2 vær. / 56 m2
1684829212-673,4.900,"Christian X's Vej, Viby J",Lejlighed / 1 vær. / 29 m2
1684829212-674,5.950,"Søren Frichs Vej, Åbyhøj",Lejlighed / 1 vær. / 34 m2
1684829212-675,6.975,"Arresøvej, Risskov",Lejlighed / 2 vær. / 52 m2
1684829216-676,14.700,"Sonnesgade, Aarhus C",Lejlighed / 4 vær. / 87 m2
1684829216-677,10.295,"Møllehatten, Risskov",Lejlighed / 3 vær. / 97 m2
1684829216-678,9.995,"Skanderborgvej, Aarhus C",Lejlighed / 3 vær. / 84 m2
1684829216-679,6.500,"Arresøvej, Risskov",Lejlighed / 1 vær. / 40 m2
1684829216-680,6.200,"Christian X's Vej, Viby J",Lejlighed / 1 vær. / 37 m2
1684829216-681,11.250,"Harald Selmers Vej, Risskov",Lejlighed / 3 vær. / 91 m2
1684829216-682,8.749,"Sifsgade, Åbyhøj",Lejlighed / 2 vær. / 59 m2
1684829216-683,9.295,"Møllevangs Allé, Aarhus N",Lejlighed / 3 vær. / 73 m2
1684829216-684,9.195,"Guldsmedgade, Aarhus C",Lejlighed / 2 vær. / 64 m2
1684829216-685,6.700,"Trøjborgvej, Aarhus N",Lejlighed / 1 vær. / 36 m2
1684829216-686,11.400,"Assensgade, Aarhus C",Lejlighed / 3 vær. / 94 m2
1684829216-687,5.700,"Arresøvej, Risskov",Lejlighed / 1 vær. / 39 m2
1684829216-688,5.650,"Arresøvej, Risskov",Lejlighed / 1 vær. / 37 m2
1684829216-689,5.650,"Arresøvej, Risskov",Lejlighed / 1 vær. / 40 m2
1684829216-690,6.975,"Arresøvej, Risskov",Lejlighed / 2 vær. / 52 m2
1684829220-691,14.550,"Gustav Holms Vej, Aarhus N",Lejlighed / 4 vær. / 128 m2
1684829220-692,10.695,"Broloftet, Risskov",Lejlighed / 4 vær. / 97 m2
1684829220-693,7.950,"Arresøvej, Risskov",Lejlighed / 3 vær. / 69 m2
1684829220-694,13.995,"Kristine Nielsens Gade, Aarhus C",Lejlighed / 3 vær. / 93 m2
1684829220-695,9.800,"Kongevellen, Risskov",Lejlighed / 2 vær. / 68 m2
1684829220-696,7.995,"Skanderborgvej, Viby J",Lejlighed / 3 vær. / 60 m2
1684829220-697,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 41 m2
1684829220-698,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 37 m2
1684829220-699,5.750,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 37 m2
1684829220-700,7.950,"Lokesvej, Åbyhøj",Lejlighed / 1 vær. / 56 m2
1684829220-701,7.600,"Onsholtvej, Viby J",Lejlighed / 3 vær. / 76 m2
1684829220-702,5.995,"Skejbygårdsvej, Risskov",Lejlighed / 1 vær. / 39 m2
1684829220-703,6.975,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829224-704,7.195,"Tulipanhaven, Aarhus N",Lejlighed / 3 vær. / 50 m2
1684829224-705,6.800,"Arresøvej, Risskov",Lejlighed / 2 vær. / 47 m2
1684829224-706,15.500,"Ceres Allé, Aarhus C",Lejlighed / 4 vær. / 115 m2
1684829224-707,8.250,"Engtoften, Viby J",Lejlighed / 3 vær. / 79 m2
1684829224-708,9.200,"Peter Sabroes Gade, Aarhus C",Lejlighed / 2 vær. / 64 m2
1684829224-709,8.995,"Tulipanlunden, Aarhus N",Lejlighed / 3 vær. / 72 m2
1684829224-710,8.300,"Arresøvej, Risskov",Lejlighed / 3 vær. / 63 m2
1684829224-711,5.950,"Søren Frichs Vej, Åbyhøj",Lejlighed / 1 vær. / 34 m2
1684829224-712,12.700,"Ryesgade, Aarhus C",Lejlighed / 3 vær. / 114 m2
1684829224-713,13.450,"Søren Frichs Vej, Aarhus C",Lejlighed / 3 vær. / 89 m2
1684829224-714,10.670,"Solsikkevænget, Aarhus N",Lejlighed / 3 vær. / 108 m2
1684829224-715,11.945,"Ellen Jensens Gade, Risskov",Lejlighed / 3 vær. / 92 m2
1684829224-716,6.995,"Vintervej, Aarhus V",Lejlighed / 2 vær. / 50 m2
1684829224-717,7.895,"brassøvej, Risskov",Lejlighed / 3 vær. / 63 m2
1684829224-718,13.900,"Kirkegårdsvej , Aarhus C",Værelse / 2 vær. / 91 m2
1684829228-719,10.458,"Engholms Alle, Risskov",Lejlighed / 2 vær. / 89 m2
1684829228-720,5.950,"Søren Frichs Vej, Åbyhøj",Lejlighed / 1 vær. / 34 m2
1684829228-721,6.975,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829228-722,7.100,"Tretommervej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829228-723,9.395,"Møllehatten, Risskov",Lejlighed / 3 vær. / 71 m2
1684829228-724,8.395,"Møllehatten, Risskov",Lejlighed / 2 vær. / 65 m2
1684829228-725,8.800,"Arresøvej, Risskov",Lejlighed / 3 vær. / 75 m2
1684829228-726,9.400,"Trøjborgvej, Aarhus N",Lejlighed / 3 vær. / 67 m2
1684829228-727,11.200,"Broloftet, Risskov",Lejlighed / 4 vær. / 98 m2
1684829228-728,10.261,"Jess Ingerslevs Gade, Aarhus N",Lejlighed / 3 vær. / 111 m2
1684829228-729,15.017,"Solbakken, Risskov",Lejlighed / 4 vær. / 105 m2
1684829228-730,11.700,"Bestlasgade, Åbyhøj",Lejlighed / 3 vær. / 95 m2
1684829228-731,6.820,"Onsholtvej, Viby J",Lejlighed / 2 vær. / 61 m2
1684829228-732,7.745,"Vistihøjen, Aarhus N",Lejlighed / 2 vær. / 65 m2
1684829228-733,11.900,"Harald Selmers Vej, Risskov",Lejlighed / 3 vær. / 91 m2
1684829232-734,7.887,"Tulipanlunden, Aarhus N",Lejlighed / 3 vær. / 64 m2
1684829232-735,16.500,"Erling Jacobsens Gade, Risskov",Lejlighed / 4 vær. / 136 m2
1684829232-736,7.500,"Kongevellen, Risskov",Lejlighed / 2 vær. / 49 m2
1684829232-737,12.995,"Sonnesgade, Aarhus C",Lejlighed / 4 vær. / 85 m2
1684829232-738,7.500,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829232-739,8.300,"Arresøvej, Risskov",Lejlighed / 3 vær. / 64 m2
1684829232-740,9.975,"Arresøvej, Risskov",Lejlighed / 3 vær. / 76 m2
1684829232-741,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829232-742,7.955,"Onsholtvej, Viby J",Lejlighed / 3 vær. / 73 m2
1684829232-743,6.200,"Brassøvej, Risskov",Lejlighed / 2 vær. / 43 m2
1684829232-744,9.800,"Trøjborgvej, Aarhus N",Lejlighed / 3 vær. / 64 m2
1684829232-745,7.495,"Skejbyvej, Risskov",Lejlighed / 2 vær. / 72 m2
1684829232-746,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 35 m2
1684829232-747,6.700,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 39 m2
1684829232-748,6.150,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 37 m2
1684829236-749,9.193,"Eya Jensens Gade, Risskov",Lejlighed / 3 vær. / 74 m2
1684829236-750,10.695,"Broloftet, Risskov",Lejlighed / 4 vær. / 100 m2
1684829236-751,7.995,"Skejbygårdsvej, Risskov",Lejlighed / 2 vær. / 61 m2
1684829236-752,11.950,"Harald Selmers Vej, Risskov",Lejlighed / 3 vær. / 90 m2
1684829236-753,5.600,"Arresøvej, Risskov",Lejlighed / 1 vær. / 37 m2
1684829236-754,5.700,"Arresøvej, Risskov",Lejlighed / 1 vær. / 39 m2
1684829236-755,10.695,"Dirch Passers Gade, Aarhus C",Lejlighed / 2 vær. / 79 m2
1684829236-756,6.200,"Arresøvej, Risskov",Lejlighed / 2 vær. / 43 m2
1684829236-757,7.700,"Bytoften, Risskov",Lejlighed / 1 vær. / 51 m2
1684829236-758,7.600,"Onsholtvej, Viby J",Lejlighed / 3 vær. / 76 m2
1684829236-759,7.700,"Tretommervej, Risskov",Lejlighed / 2 vær. / 62 m2
1684829236-760,8.300,"Arresøvej, Risskov",Lejlighed / 3 vær. / 68 m2
1684829236-761,6.500,"Nordlandsvej, Risskov",Lejlighed / 2 vær. / 50 m2
1684829236-762,10.295,"Trøjborgvej, Aarhus N",Lejlighed / 3 vær. / 88 m2
1684829236-763,9.400,"Arresøvej, Risskov",Lejlighed / 3 vær. / 79 m2
1684829240-764,9.975,"Arresøvej, Risskov",Lejlighed / 3 vær. / 78 m2
1684829240-765,8.800,"Arresøvej, Risskov",Lejlighed / 3 vær. / 75 m2
1684829240-766,9.800,"Engtoften, Viby J",Lejlighed / 3 vær. / 85 m2
1684829240-767,6.900,"Borresøvej, Risskov",Lejlighed / 2 vær. / 52 m2
1684829240-768,9.200,"Sonnesgade, Aarhus C",Lejlighed / 2 vær. / 59 m2
1684829240-769,13.550,"Sonnesgade, Aarhus C",Lejlighed / 4 vær. / 87 m2
1684829240-770,7.695,"Borresøvej, Risskov",Lejlighed / 2 vær. / 56 m2
1684829240-771,12.400,"Sonnesgade, Aarhus C",Lejlighed / 4 vær. / 73 m2
1684829240-772,10.995,"Broloftet, Risskov",Lejlighed / 4 vær. / 98 m2
1684829240-773,5.850,"Arresøvej, Risskov",Lejlighed / 1 vær. / 38 m2
1684829240-774,11.200,"Broloftet, Risskov",Lejlighed / 4 vær. / 99 m2
1684829240-775,9.300,"Engtoften, Viby J",Lejlighed / 2 vær. / 76 m2
1684829240-776,8.095,"Møllehatten, Risskov",Lejlighed / 2 vær. / 67 m2
1684829240-777,7.300,"Arresøvej, Risskov",Lejlighed / 2 vær. / 54 m2
1684829240-778,5.300,"Kongevellen, Risskov",Lejlighed / 1 vær. / 34 m2
1684829244-779,12.695,"Sonnesgade, Aarhus C",Lejlighed / 4 vær. / 85 m2
1684829244-780,9.995,"Enghavevej, Viby J",Lejlighed / 3 vær. / 88 m2
1684829244-781,8.800,"Arresøvej, Risskov",Lejlighed / 3 vær. / 68 m2
1684829244-782,9.700,"Kongevellen, Risskov",Lejlighed / 2 vær. / 68 m2
1684829244-783,7.200,"Kongevellen, Risskov",Lejlighed / 2 vær. / 49 m2
1684829244-784,5.600,"Kongevellen, Risskov",Lejlighed / 1 vær. / 34 m2
1684829244-785,7.300,"Arresøvej, Risskov",Lejlighed / 2 vær. / 56 m2
1684829244-786,11.900,"Lokesvej, Åbyhøj",Lejlighed / 3 vær. / 105 m2
1684829244-787,5.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 35 m2
1684829244-788,4.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 36 m2
1684829244-789,7.300,"Arresøvej, Risskov",Lejlighed / 2 vær. / 54 m2
1684829244-790,7.400,"Kongevellen, Risskov",Lejlighed / 2 vær. / 52 m2
1684829244-791,6.700,"Kongevellen, Risskov",Lejlighed / 2 vær. / 44 m2
1684829244-792,8.800,"Arresøvej, Risskov",Lejlighed / 3 vær. / 78 m2
1684829244-793,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829248-794,10.895,"Olof Palmes Allé, Aarhus N",Lejlighed / 3 vær. / 82 m2
1684829248-795,9.300,"Lokesvej, Åbyhøj",Lejlighed / 2 vær. / 73 m2
1684829248-796,9.975,"Arresøvej, Risskov",Lejlighed / 3 vær. / 75 m2
1684829248-797,7.200,"Kongevellen, Risskov",Lejlighed / 2 vær. / 50 m2
1684829248-798,9.200,"Kongevellen, Risskov",Lejlighed / 3 vær. / 68 m2
1684829248-799,7.500,"Kongevellen, Risskov",Lejlighed / 2 vær. / 49 m2
1684829248-800,8.500,"Søren Frichs Vej, Åbyhøj",Lejlighed / 2 vær. / 54 m2
1684829248-801,16.650,"Ellen Jensens Gade, Risskov",Lejlighed / 4 vær. / 137 m2
1684829248-802,10.456,"Langelandsgade , Aarhus C",Lejlighed / 3 vær. / 73 m2
1684829248-803,5.800,"Kongevellen, Risskov",Lejlighed / 1 vær. / 34 m2
1684829248-804,7.955,"Onsholtvej, Viby J",Lejlighed / 3 vær. / 76 m2
1684829248-805,15.500,"Thit Jensens Gade, Aarhus C",Lejlighed / 5 vær. / 111 m2
1684829248-806,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 48 m2
1684829248-807,5.750,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 41 m2
1684829248-808,6.150,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 38 m2
1684829252-809,8.800,"Vikærsvej, Risskov",Lejlighed / 3 vær. / 80 m2
1684829252-810,5.700,"Kongevellen, Risskov",Lejlighed / 1 vær. / 34 m2
1684829252-811,16.300,"Ellen Jensens Gade, Risskov",Lejlighed / 4 vær. / 136 m2
1684829252-812,7.997,"Tage-Hansens Gade, Aarhus C",Lejlighed / 2 vær. / 45 m2
1684829252-813,7.345,"Brassøvej, Risskov",Lejlighed / 2 vær. / 52 m2
1684829252-814,12.779,"Christian X's Vej, Viby J",Lejlighed / 4 vær. / 113 m2
1684829252-815,10.710,"Kværnloftet, Risskov",Lejlighed / 3 vær. / 104 m2
1684829252-816,8.300,"Arresøvej, Risskov",Lejlighed / 3 vær. / 65 m2
1684829252-817,8.800,"Brassøvej, Risskov",Lejlighed / 3 vær. / 68 m2
1684829252-818,12.050,"Fiskergade, Aarhus C",Lejlighed / 3 vær. / 86 m2
1684829252-819,8.895,"Brassøvej, Risskov",Lejlighed / 3 vær. / 79 m2
1684829252-820,9.880,"Lokesvej, Åbyhøj",Lejlighed / 2 vær. / 78 m2
1684829252-821,7.995,"Møllehatten, Risskov",Lejlighed / 2 vær. / 59 m2
1684829252-822,5.100,"Christian X's Vej, Viby J",Lejlighed / 1 vær. / 30 m2
1684829252-823,9.508,"Kværnloftet, Risskov",Lejlighed / 2 vær. / 78 m2
1684829256-824,12.900,"Vester Allé, Aarhus C",Lejlighed / 3 vær. / 86 m2
1684829256-825,15.950,"Sonnesgade, Aarhus C",Lejlighed / 4 vær. / 114 m2
1684829256-826,9.395,"Brassøvej, Risskov",Lejlighed / 4 vær. / 86 m2
1684829256-827,13.148,"Vesterbro Torv , Aarhus C",Lejlighed / 3 vær. / 101 m2
1684829256-828,5.900,"Kongevellen, Risskov",Lejlighed / 1 vær. / 34 m2
1684829256-829,7.400,"Kongevellen, Risskov",Lejlighed / 2 vær. / 46 m2
1684829256-830,14.975,"Ryesgade, Aarhus C",Lejlighed / 4 vær. / 133 m2
1684829256-831,13.350,"Søren Frichs Vej, Aarhus C",Lejlighed / 3 vær. / 87 m2
1684829256-832,7.100,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829256-833,7.300,"Arresøvej, Risskov",Lejlighed / 2 vær. / 51 m2
1684829256-834,8.600,"Arresøvej, Risskov",Lejlighed / 3 vær. / 78 m2
1684829256-835,7.900,"Gøteborg Allé, Aarhus N",Lejlighed / 1 vær. / 42 m2
1684829256-836,5.400,"Kongevellen, Risskov",Lejlighed / 1 vær. / 34 m2
1684829256-837,7.500,"Kongevellen, Risskov",Lejlighed / 2 vær. / 50 m2
1684829260-838,5.700,"Arresøvej, Risskov",Lejlighed / 1 vær. / 37 m2
1684829260-839,8.200,"Arresøvej, Risskov",Lejlighed / 3 vær. / 66 m2
1684829260-840,11.150,"Sonnesgade, Aarhus C",Lejlighed / 3 vær. / 90 m2
1684829260-841,11.598,"Katrinebjergvej, Aarhus N",Lejlighed / 3 vær. / 86 m2
1684829260-842,6.650,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 40 m2
1684829260-843,6.350,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 39 m2
1684829260-844,5.800,"Kongevellen, Risskov",Lejlighed / 1 vær. / 34 m2
1684829260-845,9.900,"Trøjborgvej, Aarhus N",Lejlighed / 3 vær. / 65 m2
1684829260-846,8.600,"Børglumvej, Risskov",Lejlighed / 3 vær. / 60 m2
1684829260-847,12.600,"Dalgas Avenue, Aarhus C",Lejlighed / 3 vær. / 105 m2
1684829260-848,18.500,"Fredensborgparken , Viby J",Værelse / 4 vær. / 178 m2
1684829260-849,6.200,"Christian X's Vej, Viby J",Lejlighed / 1 vær. / 37 m2
1684829260-850,11.650,"Sonnesgade, Aarhus C",Lejlighed / 3 vær. / 90 m2
1684829260-851,5.800,"Arresøvej, Risskov",Lejlighed / 1 vær. / 40 m2
1684829260-852,7.200,"Kongevellen, Risskov",Lejlighed / 2 vær. / 48 m2
1684829264-853,10.200,"Kongevellen, Risskov",Lejlighed / 3 vær. / 75 m2
1684829264-854,9.395,"Vistihøjen, Aarhus N",Lejlighed / 3 vær. / 92 m2
1684829264-855,11.200,"Tranekærvej, Risskov",Lejlighed / 2 vær. / 100 m2
1684829264-856,8.800,"Arresøvej, Risskov",Lejlighed / 3 vær. / 75 m2
1684829264-857,6.700,"Arresøvej, Risskov",Lejlighed / 2 vær. / 42 m2
1684829264-858,9.495,"Borresøvej, Risskov",Lejlighed / 3 vær. / 93 m2
1684829264-859,5.750,"Arresøvej, Risskov",Lejlighed / 1 vær. / 37 m2
1684829264-860,9.195,"Borresøvej, Risskov",Lejlighed / 3 vær. / 88 m2
1684829264-861,11.900,"Engtoften, Viby J",Lejlighed / 4 vær. / 105 m2
1684829264-862,10.195,"Engsøvej, Risskov",Lejlighed / 4 vær. / 98 m2
1684829264-863,5.950,"Søren Frichs Vej, Åbyhøj",Lejlighed / 1 vær. / 34 m2
1684829264-864,9.900,"Bytoften, Risskov",Lejlighed / 1 vær. / 76 m2
1684829264-865,8.000,"Møllevangs Allé, Aarhus N",Lejlighed / 2 vær. / 56 m2
1684829264-866,12.500,"Stenvej, Højbjerg",Lejlighed / 4 vær. / 105 m2
1684829268-867,9.500,"Vesterport, Aarhus C",Lejlighed / 2 vær. / 82 m2
1684829268-868,9.700,"Kirkegårdsvej, Aarhus C",Lejlighed / 2 vær. / 67 m2
1684829268-869,7.600,"Kongevellen, Risskov",Lejlighed / 2 vær. / 50 m2
1684829268-870,4.950,"Vestre Strandallé, Risskov",Lejlighed / 1 vær. / 35 m2
