web-scraper-order,pagination,price,address,rooms_type_kvm
1681720076-1132,,8.695 kr.,"Aarhus N, Olof Palmes Allé",2 vær. · Lejlighed · 60 m²
1681720076-1133,,7.700 kr.,"Brabrand, Hoffmannsvej",3 vær. · Lejlighed · 89 m²
1681720076-1134,,9.350 kr.,"Brabrand, Hoffmannsvej",3 vær. · Lejlighed · 85 m²
1681720076-1135,,6.950 kr.,"Brabrand, Hoffmannsvej",2 vær. · Lejlighed · 61 m²
1681720076-1136,,3.300 kr.,"Brabrand, Hoffmannsvej",1 vær. · Lejlighed · 28 m²
1681720076-1137,,7.475 kr.,"Tilst, Stavnsvej",3 vær. · Lejlighed · 65 m²
1681720076-1138,,3.000 kr.,"Lystrup, Møgelgårdsvej",1 vær. · Værelse · 16 m²
1681720076-1139,,7.100 kr.,"Risskov, Bytoften",2 vær. · Lejlighed · 53 m²
1681720076-1140,,11.000 kr.,"Hasselager, Kildeagervej",4 vær. · Rækkehus · 131 m²
1681720076-1141,,11.995 kr.,"Tilst, Honningvænget",4 vær. · Rækkehus · 121 m²
1681720076-1142,,10.000 kr.,"Aarhus C, Vestre Ringgade",3 vær. · Lejlighed · 85 m²
1681720076-1143,,6.600 kr.,"Højbjerg, Rundhøj Allé",2 vær. · Lejlighed · 54 m²
1681720076-1144,,10.450 kr.,"Aarhus C, Frederiks Allé",4 vær. · Lejlighed · 99 m²
1681720076-1145,,15.500 kr.,"Aarhus N, Nordre Ringgade",3 vær. · Lejlighed · 122 m²
1681720076-1146,,14.500 kr.,"Aarhus N, Otte Ruds Gade",3 vær. · Lejlighed · 115 m²
1681720076-1147,,6.200 kr.,"Hinnerup, Bogfinkevej",3 vær. · Rækkehus · 50 m²
1681720076-1148,,6.975 kr.,"Aarhus N, Otte Ruds Gade",2 vær. · Lejlighed · 59 m²
1681720076-1149,,8.200 kr.,"Aarhus C, Skanderborgvej",2 vær. · Lejlighed · 73 m²
1681720076-1150,,9.800 kr.,"Aarhus C, De Mezas Vej",3 vær. · Lejlighed · 88 m²
1681720076-1151,,8.000 kr.,"Aarhus C, Montanagade",3 vær. · Lejlighed · 60 m²
1681720076-1152,,3.120 kr.,"Aarhus N, Jordbrovej",1 vær. · Lejlighed · 32 m²
1681720076-1153,,3.500 kr.,"Aarhus N, Brendstrupvej",1 vær. · Værelse · 14 m²
1681720076-1154,,10.513 kr.,"Aarhus C, Sandgravvej",3 vær. · Lejlighed · 71 m²
1681720076-1155,,10.513 kr.,"Aarhus C, Sandgravvej",3 vær. · Lejlighed · 71 m²
1681720076-1156,,7.500 kr.,"Aarhus C, Daugbjergvej",2 vær. · Lejlighed · 58 m²
1681720076-1157,,10.950 kr.,"Mårslet, Battrupvej",9 vær. · Hus · 267 m²
1681720076-1158,,3.300 kr.,"Aarhus C, Rudolph Wulffs Gade",1 vær. · Værelse · 18 m²
1681720076-1159,,4.300 kr.,"Højbjerg, Rundhøj Allé",1 vær. · Lejlighed · 44 m²
1681720076-1160,,2.000 kr.,"Aarhus N, Steen Billes Gade",1 vær. · Værelse · 12 m²
1681720076-1161,,7.800 kr.,"Aarhus N, Bøgegade",2 vær. · Lejlighed · 50 m²
1681720076-1162,,9.500 kr.,"Aarhus C, Rosenkrantzgade",2 vær. · Lejlighed · 56 m²
1681720076-1163,,3.762 kr.,"Aarhus C, Rudolph Wullfs Gade",1 vær. · Værelse · 16 m²
1681720076-1164,,10.950 kr.,"Aarhus C, Fåborggade",3 vær. · Lejlighed · 100 m²
1681720076-1165,,10.900 kr.,"Aarhus C, Esther Aggebos Gade",2 vær. · Lejlighed · 58 m²
1681720076-1166,,4.100 kr.,"Aarhus N, Vejlby Ringvej",1 vær. · Værelse · 20 m²
1681720076-1167,,9.400 kr.,"Risskov, Borresøvej",3 vær. · Lejlighed · 82 m²
1681720076-1168,,5.450 kr.,"Aarhus N, Olof Palmes Allé",1 vær. · Lejlighed · 29 m²
1681720076-1169,,5.250 kr.,"Aarhus N, Olof Palmes Allé",1 vær. · Lejlighed · 30 m²
1681720076-1170,,6.500 kr.,"Aarhus N, Olof Palmes Allé",1 vær. · Lejlighed · 31 m²
1681720076-1171,,5.650 kr.,"Aarhus N, Olof Palmes Allé",1 vær. · Lejlighed · 29 m²
1681720076-1172,,5.550 kr.,"Aarhus N, Olof Palmes Allé",1 vær. · Lejlighed · 29 m²
1681720076-1173,,7.600 kr.,"Risskov, Brassøvej",2 vær. · Lejlighed · 64 m²
1681720076-1174,,7.500 kr.,"Risskov, Brassøvej",2 vær. · Lejlighed · 614 m²
1681720076-1175,,7.400 kr.,"Risskov, Brassøvej",2 vær. · Lejlighed · 64 m²
1681720076-1176,,7.400 kr.,"Risskov, Brassøvej",2 vær. · Lejlighed · 64 m²
1681720076-1177,,11.900 kr.,"Risskov, Borresøvej",4 vær. · Lejlighed · 103 m²
1681720076-1178,,7.995 kr.,"Aarhus N, Brendstrupgårdsvej",3 vær. · Lejlighed · 65 m²
1681720076-1179,,7.995 kr.,"Aarhus N, Brendstrupgårdsvej",3 vær. · Lejlighed · 58 m²
1681720076-1180,,7.995 kr.,"Aarhus N, Brendstrupgårdsvej",3 vær. · Lejlighed · 65 m²
1681720076-1181,,9.950 kr.,"Aarhus C, Stadion Alle",3 vær. · Lejlighed · 93 m²
1681720076-1182,,10.250 kr.,"Aarhus C, Stadion Allé",3 vær. · Lejlighed · 88 m²
1681720076-1183,,8.900 kr.,"Aarhus C, Thorvaldsensgade",2 vær. · Lejlighed · 78 m²
1681720076-1184,,4.900 kr.,"Viby J, Moltkesvej",2 vær. · Lejlighed · 56 m²
1681720076-1185,,3.200 kr.,"Sabro, Ranunkelvej",1 vær. · Værelse · 12 m²
1681720076-1186,,11.200 kr.,"Hinnerup, Lilleåbakken",4 vær. · Rækkehus · 124 m²
1681720076-1187,,6.895 kr.,"Åbyhøj, Erik Bøghs Vej",2 vær. · Lejlighed · 61 m²
1681720076-1188,,12.995 kr.,"Viby J, Skanderborgvej",3 vær. · Lejlighed · 60 m²
1681720076-1189,,7.600 kr.,"Aarhus N, Randersvej",2 vær. · Lejlighed · 59 m²
1681720076-1190,,7.500 kr.,"Aarhus C, Vesterbrogade",2 vær. · Lejlighed · 64 m²
1681720076-1191,,11.900 kr.,"Aarhus C, Harald Jensens Plads",4 vær. · Lejlighed · 104 m²
1681720076-1192,,12.500 kr.,"Aarhus C, Rosenkrantzgade",5 vær. · Lejlighed · 141 m²
1681720076-1193,,8.990 kr.,"Skødstrup, Grenåvej",4 vær. · Lejlighed · 97 m²
1681720076-1194,,7.700 kr.,"Aarhus C, Gammel Munkegade",2 vær. · Lejlighed · 62 m²
1681720076-1195,,7.800 kr.,"Aarhus N, Tåsingegade",2 vær. · Lejlighed · 65 m²
1681720076-1196,,5.500 kr.,"Højbjerg, Olaf Rudes Vej",2 vær. · Lejlighed · 90 m²
1681720076-1197,,14.495 kr.,"Risskov, Broloftet",4 vær. · Lejlighed · 124 m²
1681720076-1198,,7.895 kr.,"Risskov, Vindrosen",2 vær. · Lejlighed · 54 m²
1681720076-1199,,11.461 kr.,"Hinnerup, Højager",4 vær. · Rækkehus · 115 m²
1681720076-1200,,12.060 kr.,"Hinnerup, Højager",4 vær. · Rækkehus · 121 m²
1681720076-1201,,12.064 kr.,"Hinnerup, Højager",4 vær. · Rækkehus · 121 m²
1681720076-1202,,4.500 kr.,"Viby J, Rosenvangs Allé",2 vær. · Lejlighed · 40 m²
1681720076-1203,,7.000 kr.,"Aarhus N, Trøjborgvej",1 vær. · Lejlighed · 36 m²
1681720076-1204,,7.800 kr.,"Aarhus N, Solsikkevænget",2 vær. · Lejlighed · 64 m²
1681720076-1205,,9.900 kr.,"Aarhus N, Trøjborgvej",3 vær. · Lejlighed · 65 m²
1681720076-1206,,9.900 kr.,"Aarhus C, Vesterport",3 vær. · Lejlighed · 72 m²
1681720076-1207,,8.800 kr.,"Aarhus C, Frederiks Allé",3 vær. · Lejlighed · 78 m²
1681720076-1208,,5.950 kr.,"Åbyhøj, Søren Frichs Vej",1 vær. · Lejlighed · 34 m²
1681720076-1209,,5.700 kr.,"Viby J, Christian X's Vej",1 vær. · Lejlighed · 30 m²
1681720076-1210,,8.600 kr.,"Risskov, Arresøvej",3 vær. · Lejlighed · 76 m²
1681720076-1211,,7.100 kr.,"Risskov, Arresøvej",2 vær. · Lejlighed · 51 m²
1681720076-1212,,5.500 kr.,"Viby J, Klokkeskovvej",1 vær. · Lejlighed · 36 m²
1681720076-1213,,13.995 kr.,"Tilst, Honningvænget",5 vær. · Rækkehus · 145 m²
1681720076-1214,,9.400 kr.,"Risskov, Arresøvej",3 vær. · Lejlighed · 79 m²
1681720076-1215,,9.975 kr.,"Risskov, Arresøvej",3 vær. · Lejlighed · 79 m²
1681720076-1216,,6.975 kr.,"Risskov, Arresøvej",2 vær. · Lejlighed · 52 m²
1681720076-1217,,6.975 kr.,"Risskov, Arresøvej",2 vær. · Lejlighed · 51 m²
1681720076-1218,,6.700 kr.,"Risskov, Vestre Strandallé",1 vær. · Lejlighed · 35 m²
1681720076-1219,,6.700 kr.,"Risskov, Vestre Strandallé",1 vær. · Lejlighed · 36 m²
1681720076-1220,,12.630 kr.,"Aarhus C, Peter Sabroes Gade",3 vær. · Lejlighed · 93 m²
1681720076-1221,,14.150 kr.,"Aarhus C, Østergade",3 vær. · Lejlighed · 110 m²
1681720076-1222,,3.500 kr.,"Aarhus C, Gammel Munkegade",1 vær. · Værelse · 15 m²
1681720076-1223,,6.998 kr.,"Brabrand, Inger Christensens Gade",2 vær. · Lejlighed · 63 m²
1681720076-1224,,8.895 kr.,"Hjortshøj, Mejlbyparken",4 vær. · Rækkehus · 130 m²
1681720076-1225,,8.795 kr.,"Hjortshøj, Mejlbyparken",4 vær. · Rækkehus · 125 m²
1681720076-1226,,14.700 kr.,"Aarhus C, Dagmar Petersens Gade",3 vær. · Lejlighed · 111 m²
1681720076-1227,,10.500 kr.,"Aarhus C, Stadion Allé",2 vær. · Lejlighed · 75 m²
1681720076-1228,,12.000 kr.,"Aarhus C, Finderupvej",3 vær. · Lejlighed · 85 m²
1681720076-1229,,9.995 kr.,"Aarhus C, Amaliegade",2 vær. · Lejlighed · 59 m²
1681720076-1230,,11.000 kr.,"Aarhus N, Otto Sverdrups Vej",5 vær. · Lejlighed · 124 m²
1681720076-1231,,9.950 kr.,"Mårslet, Nymarks Allé",4 vær. · Lejlighed · 96 m²
1681720076-1232,,13.950 kr.,"Hjortshøj, Virup Skovvej",4 vær. · Rækkehus · 130 m²
1681720076-1233,,13.439 kr.,"Viby J, Christian X's Vej",4 vær. · Lejlighed · 113 m²
1681720076-1234,,8.600 kr.,"Hinnerup, Storegade",3 vær. · Rækkehus · 102 m²
1681720076-1235,,7.400 kr.,"Tilst, Pollenvænget",3 vær. · Lejlighed · 58 m²
1681720076-1236,,8.800 kr.,"Tilst, Pollenvænget",3 vær. · Lejlighed · 80 m²
1681720076-1237,,6.900 kr.,"Tilst, Pollenvænget",2 vær. · Lejlighed · 48 m²
1681720076-1238,,6.800 kr.,"Tilst, Pollenvænget",2 vær. · Lejlighed · 54 m²
1681720076-1239,,4.200 kr.,"Åbyhøj, Haslevej",1 vær. · Lejlighed · 40 m²
1681720076-1240,,8.600 kr.,"Risskov, Vikærsvej",2 vær. · Lejlighed · 75 m²
1681720076-1241,,9.200 kr.,"Risskov, Vikærsvej",2 vær. · Lejlighed · 75 m²
1681720076-1242,,8.300 kr.,"Aarhus C, Park Allé",2 vær. · Lejlighed · 65 m²
1681720076-1243,,12.900 kr.,"Aarhus C, Høegh-Guldbergs Gade",3 vær. · Lejlighed · 107 m²
1681720076-1244,,11.000 kr.,"Aarhus C, Bernhardt Jensens Boulevard",2 vær. · Lejlighed · 91 m²
1681720076-1245,,11.900 kr.,"Risskov, Harald Selmers Vej",3 vær. · Lejlighed · 91 m²
1681720076-1246,,13.950 kr.,"Risskov, Harald Selmers Vej",3 vær. · Lejlighed · 94 m²
1681720076-1247,,6.975 kr.,"Aarhus N, Otte Ruds Gade",2 vær. · Lejlighed · 59 m²
1681720076-1248,,9.300 kr.,"Aarhus C, Langenæs Alle",3 vær. · Lejlighed · 78 m²
1681720076-1249,,9.700 kr.,"Aarhus C, Søndre Ringgade",3 vær. · Lejlighed · 84 m²
1681720076-1250,,4.120 kr.,"Åbyhøj, Silkeborgvej",1 vær. · Værelse · 15 m²
1681720076-1251,,4.023 kr.,"Aarhus C, Fredensgade",1 vær. · Værelse · 13 m²
1681720076-1252,,4.023 kr.,"Aarhus C, Fredensgade",1 vær. · Værelse · 12 m²
1681720076-1253,,12.695 kr.,"Aarhus C, Vestergade",4 vær. · Lejlighed · 88 m²
1681720076-1254,,3.100 kr.,"Aarhus C, Tage-Hansens Gade",1 vær. · Værelse · 8 m²
1681720076-1255,,4.230 kr.,"Aarhus C, Vestre Ringgade",1 vær. · Værelse · 13 m²
1681720076-1256,,5.300 kr.,"Viby J, Christian X's Vej",1 vær. · Lejlighed · 29 m²
1681720076-1257,,7.600 kr.,"Aarhus C, Vesterport",1 vær. · Lejlighed · 53 m²
1681720076-1258,,6.700 kr.,"Åbyhøj, Søren Frichs Vej",1 vær. · Lejlighed · 40 m²
1681720076-1259,,6.995 kr.,"Viby J, Damagervej",2 vær. · Lejlighed · 55 m²
1681720076-1260,,5.950 kr.,"Åbyhøj, Søren Frichs Vej",1 vær. · Lejlighed · 34 m²
1681720076-1261,,16.100 kr.,"Aarhus C, Nyborggade",5 vær. · Lejlighed · 130 m²
1681720076-1262,,11.300 kr.,"Tilst, Apisvej",4 vær. · Rækkehus · 102 m²
1681720076-1263,,7.300 kr.,"Risskov, Brassøvej",2 vær. · Lejlighed · 56 m²
1681720076-1264,,7.975 kr.,"Hørning, Fregerslevvej",4 vær. · Lejlighed · 94 m²
1681720076-1265,,9.300 kr.,"Åbyhøj, Lokesvej",3 vær. · Lejlighed · 73 m²
1681720076-1266,,9.900 kr.,"Brabrand, Lily Brobergs Gade",4 vær. · Rækkehus · 108 m²
1681720076-1267,,9.975 kr.,"Højbjerg, Oddervej",4 vær. · Lejlighed · 134 m²
1681720076-1268,,6.950 kr.,"Højbjerg, Oddervej",2 vær. · Lejlighed · 67 m²
1681720076-1269,,15.495 kr.,"Højbjerg, Kræsten Iversens Vej",4 vær. · Rækkehus · 135 m²
1681720076-1270,,8.500 kr.,"Aarhus C, Lundingsgade",2 vær. · Lejlighed · 56 m²
1681720076-1271,,10.900 kr.,"Aarhus C, Thorvaldsensgade",3 vær. · Lejlighed · 99 m²
1681720076-1272,,8.400 kr.,"Brabrand, Brabrand Skovvej",3 vær. · Lejlighed · 72 m²
1681720076-1273,,9.880 kr.,"Aarhus C, Langenæs Alle",3 vær. · Lejlighed · 89 m²
1681720076-1274,,7.975 kr.,"Aarhus C, Silkeborgvej",2 vær. · Lejlighed · 67 m²
1681720076-1275,,12.200 kr.,"Aarhus C, Fiskergade",3 vær. · Lejlighed · 86 m²
1681720076-1276,,9.995 kr.,"Risskov, Engsøvej",4 vær. · Lejlighed · 85 m²
1681720076-1277,,6.995 kr.,"Risskov, Engsøvej",2 vær. · Lejlighed · 58 m²
1681720076-1278,,7.795 kr.,"Risskov, Engsøvej",2 vær. · Lejlighed · 71 m²
1681720076-1279,,8.695 kr.,"Aarhus C, Skovvejen",2 vær. · Lejlighed · 67 m²
1681720076-1280,,8.495 kr.,"Aarhus C, Skovvejen",2 vær. · Lejlighed · 67 m²
1681720076-1281,,8.595 kr.,"Aarhus C, Skovvejen",2 vær. · Lejlighed · 67 m²
1681720076-1282,,12.795 kr.,"Tilst, Honningvænget",4 vær. · Rækkehus · 121 m²
1681720076-1283,,7.335 kr.,"Aarhus C, Skanderborgvej",2 vær. · Lejlighed · 60 m²
1681720076-1284,,9.945 kr.,"Brabrand, Høiriisgårdsvej",3 vær. · Lejlighed · 92 m²
1681720076-1285,,7.995 kr.,"Risskov, Møllehatten",2 vær. · Lejlighed · 64 m²
1681720076-1286,,8.195 kr.,"Risskov, Møllehatten",2 vær. · Lejlighed · 64 m²
1681720076-1287,,7.995 kr.,"Risskov, Møllehatten",2 vær. · Lejlighed · 64 m²
1681720076-1288,,7.995 kr.,"Risskov, Møllehatten",2 vær. · Lejlighed · 64 m²
1681720076-1289,,8.295 kr.,"Risskov, Møllehatten",2 vær. · Lejlighed · 65 m²
1681720076-1290,,8.195 kr.,"Risskov, Møllehatten",2 vær. · Lejlighed · 64 m²
1681720076-1291,,10.200 kr.,"Åbyhøj, Søren Frichs Vej",3 vær. · Lejlighed · 77 m²
1681720076-1292,,8.450 kr.,"Åbyhøj, Søren Frichs Vej",2 vær. · Lejlighed · 64 m²
1681720076-1293,,13.300 kr.,"Åbyhøj, Søren Frichs Vej",3 vær. · Lejlighed · 101 m²
1681720076-1294,,9.890 kr.,"Højbjerg, Elverdalsvej",3 vær. · Lejlighed · 88 m²
1681720076-1295,,9.500 kr.,"Åbyhøj, Søren Frichs Vej",3 vær. · Lejlighed · 81 m²
1681720076-1296,,9.300 kr.,"Åbyhøj, Søren Frichs Vej",2 vær. · Lejlighed · 72 m²
1681720076-1297,,11.440 kr.,"Aarhus C, Åboulevarden",3 vær. · Lejlighed · 64 m²
1681720076-1298,,8.145 kr.,"Aarhus N, Tulipanhaven",3 vær. · Lejlighed · 63 m²
1681720076-1299,,7.495 kr.,"Aarhus N, Tulipanlunden",3 vær. · Lejlighed · 56 m²
1681720076-1300,,8.995 kr.,"Aarhus N, Tulipanlunden",3 vær. · Rækkehus · 72 m²
1681720076-1301,,8.995 kr.,"Aarhus N, Tulipanlunden",3 vær. · Rækkehus · 68 m²
1681720076-1302,,5.845 kr.,"Aarhus N, Tulipanlunden",2 vær. · Lejlighed · 35 m²
1681720076-1303,,7.195 kr.,"Aarhus N, Tulipanlunden",3 vær. · Lejlighed · 48 m²
1681720076-1304,,11.000 kr.,"Åbyhøj, Søren Frichs Vej",3 vær. · Lejlighed · 85 m²
1681720076-1305,,16.500 kr.,"Aarhus C, Dirch Passers Gade",4 vær. · Lejlighed · 128 m²
1681720076-1306,,9.150 kr.,"Aarhus C, Kjeld Tolstrups Gade",2 vær. · Lejlighed · 54 m²
1681720076-1307,,4.895 kr.,"Viby J, Damagervej",1 vær. · Lejlighed · 19 m²
1681720076-1308,,11.995 kr.,"Beder, Tofteparken",5 vær. · Rækkehus · 126 m²
1681720076-1309,,9.900 kr.,"Aarhus C, Dirch Passers Gade",3 vær. · Lejlighed · 77 m²
1681720076-1310,,8.895 kr.,"Risskov, Brassøvej",3 vær. · Lejlighed · 79 m²
1681720076-1311,,9.750 kr.,"Aarhus C, Dalgas Avenue",3 vær. · Lejlighed · 58 m²
1681720076-1312,,11.544 kr.,"Åbyhøj, Sifsgade",4 vær. · Lejlighed · 89 m²
1681720076-1313,,10.790 kr.,"Risskov, Ellen Jensens Gade",3 vær. · Lejlighed · 85 m²
1681720076-1314,,7.887 kr.,"Aarhus N, Tulipanlunden",3 vær. · Lejlighed · 64 m²
1681720076-1315,,11.450 kr.,"Aarhus C, Ceresbyen",3 vær. · Lejlighed · 87 m²
1681720076-1316,,9.950 kr.,"Aarhus C, Marstrandsgade",3 vær. · Lejlighed · 80 m²
1681720076-1317,,8.798 kr.,"Brabrand, Inger Christensens Gade",4 vær. · Lejlighed · 88 m²
1681720076-1318,,9.900 kr.,"Aarhus C, Ceresbyen",3 vær. · Lejlighed · 69 m²
1681720076-1319,,4.290 kr.,"Aarhus C, Ålborggade",1 vær. · Værelse · 11 m²
1681720076-1320,,12.378 kr.,"Aarhus C, Ceresbyen",5 vær. · Lejlighed · 87 m²
1681720076-1321,,7.944 kr.,"Hinnerup, Storegade",4 vær. · Lejlighed · 130 m²
1681720076-1322,,10.795 kr.,"Brabrand, Høiriisgårdsvej",4 vær. · Lejlighed · 99 m²
1681720076-1323,,8.500 kr.,"Aarhus N, Otte Ruds Gade",2 vær. · Lejlighed · 61 m²
1681720076-1324,,12.000 kr.,"Risskov, Tretommervej",4 vær. · Rækkehus · 110 m²
1681720076-1325,,9.000 kr.,"Højbjerg, Lerdalen",3 vær. · Lejlighed · 95 m²
1681720076-1326,,10.000 kr.,"Aarhus C, Værkmestergade",2 vær. · Lejlighed · 138 m²
1681720076-1327,,8.350 kr.,"Aarhus N, Jens Baggesens Vej",2 vær. · Lejlighed · 55 m²
1681720076-1328,,4.500 kr.,"Viby J, Rosenvangs Allé",2 vær. · Lejlighed · 40 m²
1681720076-1329,,14.500 kr.,"Aarhus C, Esther Aggebos Gade",3 vær. · Lejlighed · 126 m²
1681720076-1330,,3.490 kr.,"Aarhus V, Junivej",1 vær. · Værelse · 18 m²
1681720076-1331,,12.995 kr.,"Aarhus N, Edouard Suensons Gade",4 vær. · Lejlighed · 78 m²
1681720076-1332,,11.900 kr.,"Risskov, Vikærsvej",4 vær. · Lejlighed · 105 m²
1681720076-1333,,7.895 kr.,"Aarhus N, Edouard Suensons Gade",1 vær. · Lejlighed · 45 m²
1681720076-1334,,12.995 kr.,"Aarhus N, Edouard Suensons Gade",4 vær. · Lejlighed · 74 m²
1681720076-1335,,11.100 kr.,"Risskov, Vindrosen",3 vær. · Lejlighed · 93 m²
1681720076-1336,,2.998 kr.,"Aarhus V, Junivej",1 vær. · Værelse · 15 m²
1681720076-1337,,8.795 kr.,"Hjortshøj, Mejlbyparken",4 vær. · Rækkehus · 125 m²
1681720076-1338,,5.400 kr.,"Risskov, Skolevangs Alle",3 vær. · Lejlighed · 65 m²
1681720076-1339,,3.800 kr.,"Viby J, Bygholms Allé",1 vær. · Værelse · 36 m²
1681720076-1340,,5.000 kr.,"Aarhus C, Montanagade 57",1 vær. · Værelse · 25 m²
1681720076-1341,,7.425 kr.,"Aarhus N, Bøgegade",2 vær. · Lejlighed · 47 m²
1681720076-1342,,12.900 kr.,"Aarhus C, Kristine Nielsens Gade",3 vær. · Lejlighed · 89 m²
1681720076-1343,,8.795 kr.,"Brabrand, Elna Munchs Gade",4 vær. · Lejlighed · 94 m²
1681720076-1344,,8.895 kr.,"Brabrand, Gudrunsvej",4 vær. · Lejlighed · 92 m²
1681720076-1345,,7.850 kr.,"Risskov, Møllehatten",2 vær. · Lejlighed · 65 m²
1681720076-1346,,5.295 kr.,"Viby J, Vestergårdsvej",1 vær. · Lejlighed · 33 m²
1681720076-1347,,10.500 kr.,"Skødstrup, Grenåvej",4 vær. · Rækkehus · 111 m²
1681720076-1348,,9.194 kr.,"Solbjerg, Østergårdsvej",4 vær. · Lejlighed · 114 m²
1681720076-1349,,9.250 kr.,"Solbjerg, Østergårdsvej",4 vær. · Lejlighed · 115 m²
1681720076-1350,,14.800 kr.,"Risskov, Nordre Strandvej",4 vær. · Hus · 130 m²
1681720076-1351,,9.900 kr.,"Åbyhøj, Silkeborgvej",3 vær. · Lejlighed · 108 m²
1681720076-1352,,9.137 kr.,"Solbjerg, Østergårdsvej",4 vær. · Lejlighed · 113 m²
1681720076-1353,,9.137 kr.,"Solbjerg, Østergårdsvej",4 vær. · Lejlighed · 113 m²
1681720076-1354,,9.800 kr.,"Aarhus N, Vistihøjen",3 vær. · Lejlighed · 92 m²
1681720076-1355,,7.902 kr.,"Solbjerg, Østergårdsvej",3 vær. · Lejlighed · 91 m²
1681720076-1356,,6.095 kr.,"Brabrand, Gudrunsvej",2 vær. · Lejlighed · 55 m²
1681720076-1357,,7.595 kr.,"Brabrand, Gudrunsvej",2 vær. · Lejlighed · 66 m²
1681720076-1358,,10.795 kr.,"Risskov, Broloftet",4 vær. · Lejlighed · 98 m²
1681720076-1359,,8.795 kr.,"Risskov, Broloftet",2 vær. · Lejlighed · 55 m²
1681720076-1360,,9.960 kr.,"Aarhus C, Nordborggade",3 vær. · Lejlighed · 83 m²
1681720076-1361,,15.800 kr.,"Aarhus C, Nørre Allé",5 vær. · Lejlighed · 119 m²
1681720076-1362,,6.400 kr.,"Aarhus C, Vestergade",1 vær. · Lejlighed · 41 m²
1681720076-1363,,8.450 kr.,"Aarhus C, Fiskergade",2 vær. · Lejlighed · 70 m²
1681720076-1364,,11.600 kr.,"Aarhus C, Æbeløgade",3 vær. · Lejlighed · 74 m²
1681720076-1365,,10.028 kr.,"Viby J, Vestergårdsringen",3 vær. · Lejlighed · 84 m²
1681720076-1366,,8.800 kr.,"Aarhus C, Falstersgade",3 vær. · Lejlighed · 78 m²
1681720076-1367,,11.232 kr.,"Aarhus N, Rødbedevej",4 vær. · Rækkehus · 102 m²
1681720076-1368,,11.250 kr.,"Aarhus C, Dirch Passers Gade",3 vær. · Lejlighed · 81 m²
1681720076-1369,,11.000 kr.,"Aarhus C, Møllegade",1 vær. · Lejlighed · 106 m²
1681720076-1370,,14.550 kr.,"Brabrand, Stenbækhave",4 vær. · Rækkehus · 131 m²
1681720076-1371,,13.765 kr.,"Brabrand, Høiriisgårdsvej",5 vær. · Rækkehus · 150 m²
1681720076-1372,,12.900 kr.,"Aarhus C, Åboulevarden",4 vær. · Lejlighed · 88 m²
1681720076-1373,,9.600 kr.,"Aarhus C, Vestergade",2 vær. · Lejlighed · 76 m²
1681720076-1374,,5.700 kr.,"Viby J, Christian X's Vej",1 vær. · Lejlighed · 28 m²
1681720076-1375,,11.800 kr.,"Aarhus N, Skelagervej",4 vær. · Rækkehus · 100 m²
1681720076-1376,,7.048 kr.,"Brabrand, Inger Christensens Gade",2 vær. · Lejlighed · 63 m²
1681720076-1377,,9.900 kr.,"Aarhus C, Vesterport",3 vær. · Lejlighed · 75 m²
1681720076-1378,,7.450 kr.,"Brabrand, Ingersvej",4 vær. · Lejlighed · 84 m²
1681720076-1379,,6.480 kr.,"Brabrand, Emmasvej",2 vær. · Lejlighed · 68 m²
1681720076-1380,,10.200 kr.,"Brabrand, Lily Brobergs Gade",4 vær. · Rækkehus · 102 m²
1681720076-1381,,5.495 kr.,"Brabrand, Gudrunsvej",1 vær. · Lejlighed · 41 m²
1681720076-1382,,11.300 kr.,"Risskov, Borresøvej",4 vær. · Lejlighed · 88 m²
1681720076-1383,,11.440 kr.,"Aarhus N, Rødbedevej",3 vær. · Lejlighed · 118 m²
1681720076-1384,,9.495 kr.,"Tilst, Honningvænget",3 vær. · Rækkehus · 82 m²
1681720076-1385,,8.840 kr.,"Viby J, Engtoften",3 vær. · Lejlighed · 76 m²
1681720076-1386,,18.000 kr.,"Aarhus C, Sønder Allé",3 vær. · Lejlighed · 153 m²
